37.29	0
9	037
7.17	05
6.39	03
6.13	01
6	047
4.3	02
2.61	04
2.35	0158
2.22	06
2.09	0347
1.69	0368
1.3	0357
1.17	0237
0.91	056
0.78	016
0.65	02369
0.65	02368
0.52	046
0.52	0268
0.52	027
0.52	0457
0.39	036
0.39	0236
0.39	023
0.39	0257
0.39	015
0.39	0345
0.26	0356
0.26	0146
0.26	0247
0.26	0248
0.26	048
0.26	0148
0.26	026
0.26	045
0.26	0258
0.13	025
0.13	0137
0.13	02469
0.13	01346
