29.0862,1816
71.3415,1816
53.9771,1817
72.629,1817
64.2332,1817
30.2647,1817
35.4839,1817
59.9557,1817
74.977,1817
58.3038,1817
74.7289,1817
41.0936,1817
57.7528,1817
53.5489,1817
34.2647,1817
49.8094,1817
65.2008,1826
46.5643,1826
24.5293,1826
50.3038,1826
36.2647,1723
61.4783,1826
66.1648,1826
30.5959,1826
40.2388,1826
45.303,1826
61.3784,1826
59.0196,1826
30.5959,1826
39.0936,1826
25.5098,1826
60.074,1723
52.732,1826
29.2193,1798
38.3387,1798
66.7549,1798
41.8485,1795
60.9288,1795
56.2227,1795
34.0537,1795
43.4869,1795
34.0537,1795
54.2227,1723
39.303,1795
34.9937,1795
39.6096,1809
15.6515,1809
,1809
38.3387,1809
42.3387,1816
42.6132,1816
19.6892,1816
54.629,1816
61.5489,1723
49.2451,1816
29.7412,1816
44.732,1816
52.3932,1798
56.0322,1798
49.1223,1810
37.6933,1796
55.0587,1807
40.5293,1807
34.9384,1723
68.1333,1723
37.6933,1723
39.0196,1723
54.794,1723
41.303,1723
45.1223,1723
61.5098,1723
106.616,1723
81.287,1723
72.9288,1723
66.1739,1723
73.6837,1723
48,1723
57.9771,1723
52.3038,1723
49.2222,1723
70.7715,1769
61.2008,1769
88.3129,1769
55.0591,1769
48.3675,1769
49.5782,1769
65.3129,1781
46.5481,1723
49.9771,1781
65.9557,1781
67.5671,1781
48.3237,1781
54.306,1822
111.124,1822
70.9881,1822
97.7587,1822
47.0879,1822
56.9881,1804
25.8411,1723
46.732,1804
75.6356,1804
33.303,1804
56.446,1862
47.5912,1862
103.079,1889
72.7563,1889
60.0573,1889
20.5293,1889
70.2675,1889
30.2647,1884
41.8485,1884
86.4295,1884
74.0419,1884
68.1222,1884
33.3508,1884
62.4295,1884
44.5481,1884
81.092,1884
51.9771,1884
68.4386,1888
62.0259,1888
38.5959,1888
87.6432,1888
33.0196,1888
88.366,1888
81.0063,1888
44.4902,1888
42,1888
37.6933,1882
45.4127,1882
62.3478,1882
84.1266,1882
48.794,18882
70.6125,1882
47.8772,1882
61.7011,1882
47.0845,1882
69.7773,1887
60.1258,1887
66.7106,1726
56.446,1887
47.726,1887
44.2676,1887
35.0196,1887
67.743,1887
78.8353,1887
47.2451,1887
66.9288,1887
36.1057,1887
56.2387,1887
37.6933,1726
45.0936,1888
31.7932,1888
65.6356,1888
61.3191,1888
42.9546,1888
52.3038,1888
81.8317,1888
87.092,1856
95.2842,1726
66.9288,1856
47.2193,1856
41.8485,1893
50,1893
113.762,1879
38.5959,1879
61.7011,1892
94.6318,1861
54.9288,1861
47.0194,1861
35.3508,1726
67.4838,1861
55.3191,1861
66.5977,1861
58.3038,1861
68.2387,1861
49.4869,1882
56.7106,1882
56.732,1882
58.9288,1882
69.7109,1882
44.1057,1726
74.5321,1882
54.2387,1882
70.5977,1882
52.732,1882
71.9518,1882
55.5096,1882
45.8485,1879
74.3521,1879
76.7289,1879
74.5321,1879
49.9392,1726
77.3415,1879
79.2842,1879
62.074,1879
64.9881,1879
53.5489,1879
77.7773,1879
80.4449,1879
79.6746,1879
43.0591,1879
26.5293,1869
37.0196,1726
36.5959,1869
54.6383,1869
61.6837,1869
49.5489,1869
54.629,1869
59.5489,1869
50.4386,1869
49.8485,1869
124.041,1869
47.0587,1869
54.732,1726
50.4902,1879
32.2388,1879
53.449,1892
50.7234,1892
52.6034,1892
62.8198,1892
79.3526,1892
56.794,1892
43.1223,1893
44.5481,1893
43.0936,1726
64.5872,1893
36.5959,1893
82.5599,1893
31.5098,1893
49.1223,1893
73.974,1893
65.9468,1893
61.31,1881
45.8485,1881
81.9468,1881
67.0587,1726
45.6355,1881
44.1849,1881
42.5481,1881
73.6356,1881
53.2222,1881
67.3129,1881
44.6034,1863
54.732,1863
44.3387,1863
81.4447,1863
49.4869,1726
50.1739,1863
39.0196,1863
67.974,1863
39.3508,1863
75.3673,1863
76.0419,1863
67.2318,1863
73.0224,1863
75.0769,1863
88.4658,1863
43.303,1726
73.0879,1863
59.6837,1863
53.2451,1863
63.974,1863
62.7106,1873
66.9881,1873
60.0915,1873
66.9007,1873
57.101,1873
13.5098,1873
63.6837,1726
51.2451,1873
51.2451,1873
61.2008,1873
67.6837,1873
29.6933,1873
51.4838,1873
69.2191,1873
56.8233,1873
84.5293,1873
45.8974,1873
66.2387,1726
48.1739,1875
65.3526,1875
59.2008,1875
26.9863,1875
82.5977,1875
52.6941,1875
44.6034,1875
104.516,1867
40.1057,1867
76.3876,1867
37.7932,1726
70.2675,1867
59.0774,1867
87.4824,1867
77.287,1867
73.8428,1865
72.9881,1865
39.2222,1865
77.8317,1865
49.743,1865
49.3191,1865
83.287,1726
63.974,1865
78.8722,1865
59.1193,1865
40.4902,1865
37.7932,1865
55.0587,1883
53.974,1883
83.4865,1883
58.3038,1883
70.9288,1891
66.6008,1726
38.6034,1891
75.3526,1891
64.9288,1891
66.1723,1891
35.0196,1891
56.7234,1892
53.5489,1892
60.9288,1892
62.2332,1892
47.1223,1892
98.5077,1726
64.732,1880
38.2388,1880
47.8485,1880
58.9881,1880
60.4642,1893
90.5866,1893
50.6941,1893
52.0322,1893
63.8428,1860
64.4386,1860
34.5481,1726
44.6034,1860
61.3191,1860
44.4902,1860
38.5481,1860
31.6515,1860
45.303,1860
57.101,1860
29.4099,1860
43.0591,1860
66.5866,1860
44.6034,1726
64.7289,1860
54,1860
55.449,1860
52.7106,1860
49.9771,1860
48.794,1860
63.1528,1860
85.092,1860
59.9557,1860
52.4902,1860
61.0587,1726
41.4869,1860
65.287,1860
52.5643,1860
44.7106,1860
29.2193,1860
47.8485,1866
35.0196,1866
62.1676,1866
48.4673,1866
58.074,1866
53.2222,1726
65.0194,1866
67.4127,1866
68.7289,1866
72.2675,1866
82.1648,1866
73.1919,1866
77.8469,1866
52.7106,1866
43.8485,1887
64.7106,1887
51.449,1726
41.8485,1887
45.303,1887
30.2647,1887
24.4644,1887
68.7289,1887
43.8485,1895
54.629,1895
50.4902,1895
64.3331,1895
60.3038,1895
60,1726
58.446,1895
36.9384,1895
58.732,1895
42.3904,1895
56.794,1854
47.5489,1854
36.5481,1854
35.303,1854
66.7289,1854
56.1739,1854
53.9771,1726
34.0537,1854
64.8882,1854
47.9771,1854
70.123,1880
77.3526,1880
49.2008,1880
74.4295,1880
84.977,1880
64.5977,1880
44.4902,1887
36.9937,1720
47.9771,1887
43.0936,1887
54.3461,1887
91.8469,1887
75.7744,1887
78.5866,1887
47.9771,1887
57.5489,1887
44.7106,1889
64.2332,1889
56.7106,1720
73.4672,1889
80.7425,1889
59.9557,1889
35.7932,1889
74.7017,1889
48.4902,1877
66.0419,1877
61.0587,1877
31.0383,1877
47.8485,1877
44.5481,1720
58.794,1877
42.1057,1877
57.9557,1877
22.4441,1877
67.1193,1877
78.5293,1877
75.7773,1877
62.8464,1877
51.0879,1877
50.0537,1877
44,1720
52.2387,1877
58.8882,1877
57.2191,1877
13.5098,1877
39.7932,1877
31.2989,1877
41.303,1877
94.0964,1877
61.9557,1877
48.3904,1877
45.2222,1720
54.732,1878
47.8485,1878
52.6941,1878
72.9225,1878
46.2676,1878
69.1193,1878
78.7563,1878
69.4838,1878
80.5977,1878
50.0391,1878
50.794,1720
55.1193,1878
73.7773,1878
103.229,1878
64.9288,1878
32.8387,1878
72.7289,1878
57.2191,1878
70.4979,1878
43.303,1878
60.074,1884
49.8485,1720
56.0322,1884
55.3366,1884
42.6034,1884
49.2451,1884
64.9197,1884
34.8387,1884
60.794,1884
30.2647,1884
41.8485,1884
65.4254,1884
95.8511,1720
45.303,1884
22.5293,1884
72.9881,1884
37.0383,1884
65.6356,1886
65.4838,1886
47.8485,1886
40.1057,1886
45.303,1886
23.5098,1886
43.8485,1720
40.1057,1886
70.5321,1886
81.3825,1886
43.303,1886
61.419,1886
41.303,1886
90.3413,1886
28.2647,1886
42.5481,1886
20,1886
53.9771,1720
52.7106,1886
34.0537,1886
62.2332,1886
63.9557,1886
37.3508,1886
37.303,1886
43.303,1892
56.1739,1892
49.2451,1892
60.3461,1892
52.732,1720
74.5977,1892
53.6837,1892
83.7744,1892
28.544,1854
43.4072,1854
36.1057,1854
29.7412,1854
69.1193,1854
84.5293,1854
65.5126,1854
33.0196,1720
73.0879,1854
51.8772,1883
64.1676,1883
38.5717,1883
56.3644,1883
82.5522,1883
36.1057,1883
63.6837,1883
67.2878,1883
52.3225,1883
38.1057,1720
34.5959,1887
60.9462,1887
46.8289,1887
59.7011,1887
55.101,1887
28.2647,1887
62.3644,1887
31.5098,1887
57.1193,1868
65.4838,1868
54.794,1720
57.7773,1868
36.0537,1868
39.7932,1868
42.4902,1868
79.7744,1868
72.5866,1868
51.5489,1868
72.2221,1874
42.9545,1863
47.8772,1867
48.4902,1867
65.1193,1867
76.1222,1867
47.6911,1867
59.7011,1867
51.1223,1867
38.3461,1867
63.7744,1867
50.4902,1867
56.7808,1867
62.2387,1730
69.743,1867
45.5096,1867
68.5977,1730
34.2647,1730
54.732,doubtful
,1720
26.4644,1720
50.7106,1720
70.437,1720
29.2193,1720
53.8772,1720
109.954,1720
19.8003,1720
42.0391,1720
61.9557,1720
53.6356,1720
56.1739,1715
68.5321,1715
51.2191,1715
69.974,1715
58.9288,1715
51.9557,1715
38,1715
53.0587,1715
35.0196,1715
66.7106,1715
74.9351,1715
82.5293,1715
50.6941,1715
64.5977,1715
57.5126,1715
58.4644,1715
56.446,1715
53.4869,1715
35.7932,1715
38.7807,1715
59.4869,1715
69.9557,1715
52.0322,1715
33.3508,1715
41.5127,1715
40.4902,1715
55.6911,1715
48.4673,1715
40.3387,1715
54.8289,1715
54.3461,1715
83.0196,1715
48.4902,1726
50.732,1726
39.8772,1726
40.5481,1726
40.1057,1726
85.0196,1726
44.1057,1726
66.4323,1726
34.8806,1726
42.5481,1726
52,1726
50.4902,1726
56.7106,1726
57.6837,1726
55.419,1726
35.3508,1726
62.3038,1726
45.8772,1726
44.1057,1726
65.4838,1726
78.1648,1726
73.3526,1726
98.2114,1726
53.6911,
49.1843,1726
61.3191,1726
85.7773,1726
35.7353,1726
67.3526,1726
78.4868,1717
,1722
58.074,1722
68.2647,1722
65.8741,1722
73.0196,1722
65.2008,1722
56.9545,1722
39.3508,1722
114.839,1722
51.9392,1722
72.7186,1722
67.8428,1722
78.3429,1722
86.977,1722
81.7744,1722
47.2451,1722
80.1648,1722
