11	1
0	1
2	2
3	2
0	2
11	3
8	3
11	3
8	3
7	4
0	4
8	4
7	4
5	4
11	5
0	5
2	6
3	6
0	6
11	7
8	7
11	7
8	7
8	8
7	8
8	9
7	9
7	9
5	10
7	10
8	10
7	10
5	10
3	10
2	10
0	10
7	11
7	11
0	11
11	12
0	12
2	12
0	12
11	12
8	12
7	12
5	12
0	13
0	13
5	13
5	14
7	14
8	14
8	14
8	15
11	15
0	15
0	15
11	16
8	16
11	16
8	16
7	17
7	17
7	17
7	17
8	18
7	18
7	1
11	1
0	1
2	1
2	1
5	1
3	1
2	1
0	2
3	2
2	2
0	2
11	2
0	2
2	3
3	3
2	3
0	3
11	3
0	3
11	3
8	3
7	4
11	4
2	4
7	4
11	5
0	5
2	5
2	5
5	5
3	5
2	5
0	6
3	6
2	6
0	6
11	6
0	6
2	7
3	7
2	7
0	7
11	7
0	7
11	7
8	7
7	8
7	8
7	9
7	9
5	9
9	9
0	10
10	10
9	10
7	10
5	11
9	11
0	11
9	11
10	11
9	11
7	11
5	12
9	12
0	12
9	12
10	12
9	12
7	12
5	13
9	13
0	13
5	13
0	14
10	14
9	14
7	14
5	15
9	15
0	15
9	15
10	15
9	15
7	15
5	16
11	16
2	16
0	16
11	16
8	16
8	17
7	17
7	17
5	17
9	17
8	18
7	18
7	18
7	18
0	19
7	19
0	20
7	20
0	21
7	21
2	21
7	21
4	22
7	22
5	22
7	22
7	23
7	23
5	23
7	23
4	23
7	23
2	23
0	24
11	24
0	24
4	24
2	24
11	24
0	25
7	25
0	25
4	25
2	25
7	25
2	25
5	25
4	26
0	26
4	26
7	26
6	26
2	26
9	26
7	26
6	27
3	27
2	27
3	27
0	27
2	28
2	28
7	29
5	29
3	29
2	29
0	29
11	30
0	30
2	30
2	30
5	30
3	30
2	30
0	31
5	31
7	31
8	31
11	31
0	31
8	31
11	31
7	32
7	32
10	33
9	33
8	33
7	33
6	33
5	33
4	33
3	33
3	34
2	34
5	34
3	34
2	34
0	34
11	35
0	35
2	35
0	35
11	35
8	35
8	36
7	36
7	36
7	1
8	1
11	1
8	1
7	1
7	1
7	2
8	2
5	2
8	2
7	2
7	2
7	3
8	3
11	3
8	3
7	3
7	3
7	4
8	4
5	4
8	4
7	4
9	5
9	5
10	5
9	5
9	5
7	5
7	6
9	6
5	6
5	6
10	7
10	7
10	7
0	7
10	7
10	7
9	7
9	8
10	8
7	8
5	8
9	9
9	9
10	9
9	9
9	9
7	9
7	10
9	10
5	10
5	10
4	11
5	11
7	11
8	11
11	11
0	11
11	11
8	11
7	12
0	13
11	13
0	14
11	14
0	15
11	15
0	15
11	15
0	16
11	16
0	16
5	17
7	17
9	17
10	17
9	17
9	17
7	18
7	18
5	18
9	18
9	18
5	19
7	19
9	19
10	19
9	19
9	19
7	20
7	20
4	20
5	20
0	20
5	21
7	21
9	21
10	21
9	21
9	21
7	22
7	22
5	22
9	22
9	22
5	23
7	23
9	23
10	23
9	23
9	23
7	24
7	24
4	24
5	24
7	1
8	1
11	1
0	1
11	1
8	1
7	2
7	2
7	2
7	2
11	3
8	3
7	3
5	3
7	4
8	4
5	4
5	4
5	4
7	5
8	5
11	5
0	5
11	6
8	6
7	6
5	6
7	7
7	8
7	9
7	10
0	11
0	12
0	13
2	13
0	13
10	13
0	13
10	13
9	14
9	14
9	15
5	15
7	15
9	15
10	16
10	16
2	17
0	17
11	18
8	18
7	18
5	18
7	19
8	19
11	19
0	19
11	20
8	20
7	20
5	20
7	21
7	22
7	23
7	24
7	1
11	1
11	1
2	1
2	1
0	1
0	1
2	1
2	2
11	2
11	2
0	2
0	2
8	2
8	2
0	2
11	3
8	3
7	3
5	3
7	3
8	3
11	4
7	4
11	4
7	4
7	5
11	5
11	5
2	5
2	5
0	5
0	5
2	5
2	6
11	6
11	6
0	6
0	6
8	6
8	6
0	6
11	7
8	7
7	7
5	7
7	7
8	7
7	8
7	8
5	9
8	9
7	9
5	9
3	9
2	9
0	9
2	10
3	10
5	10
3	10
2	10
0	10
11	11
0	11
2	11
3	11
2	11
0	11
11	11
8	11
11	12
0	12
8	12
11	12
7	12
8	12
5	12
5	13
8	13
7	13
5	13
3	13
2	13
0	13
2	14
3	14
5	14
3	14
2	14
0	14
11	15
0	15
2	15
3	15
2	15
0	15
11	15
8	15
8	16
7	16
7	16
5	17
0	17
5	17
0	17
5	18
0	18
5	18
0	18
5	18
7	19
8	19
7	19
8	19
11	19
0	19
11	19
8	19
8	20
0	20
11	20
11	20
8	20
7	20
5	20
5	21
0	21
5	21
0	21
5	22
0	22
5	22
0	22
5	22
7	23
8	23
7	23
8	23
11	23
0	23
11	23
8	23
8	24
7	24
7	24
7	1
11	1
8	1
7	1
8	1
5	1
8	2
7	2
7	2
11	2
8	2
7	2
8	2
5	2
7	3
11	3
8	3
11	3
0	3
2	4
3	4
2	4
0	4
11	4
8	4
11	4
0	4
11	4
8	4
7	4
8	4
7	4
5	4
7	5
11	5
8	5
7	5
8	5
5	5
8	6
7	6
7	6
11	6
8	6
7	6
8	6
5	6
4	7
5	7
7	7
8	7
11	7
0	7
11	7
8	7
7	8
2	8
8	9
7	9
0	10
9	10
9	10
10	10
9	10
7	10
5	10
7	11
6	11
7	11
0	11
9	12
0	12
9	12
7	12
5	12
4	13
5	13
7	13
4	13
0	13
0	14
9	14
9	14
10	14
9	14
7	14
5	14
7	15
7	15
2	15
2	16
0	16
11	16
8	16
11	16
8	16
7	16
5	16
8	17
7	17
7	18
11	19
2	20
11	21
2	21
2	21
2	22
2	22
11	23
8	23
11	23
8	23
7	23
11	24
8	24
11	24
8	24
7	24
7	25
7	25
7	25
11	25
7	25
11	25
2	25
0	26
0	26
11	27
11	27
11	27
8	27
8	27
8	27
7	28
7	28
7	28
8	28
5	28
7	28
5	28
4	29
5	29
7	29
8	29
11	29
0	29
0	29
11	29
8	29
7	30
11	31
2	32
7	33
8	34
7	34
7	34
7	1
2	1
2	1
2	1
