bn	1
cc	1
dd	2
ee-	2
cc	2
bn	3
a-k	3
b	3
a-	3
g	4
cc	4
a-	4
g	4
f	4
bn	5
cc	5
dd	6
ee-	6
cc	6
bn	7
a-k	7
b	7
a-	7
a-	8
g	8
a-	9
g	9
gg	9
ff	10
gg	10
aa-	10
gg	10
ff	10
ee-	10
dd	10
cc	10
gg	11
gg	11
cc	11
bn	12
cc	12
dd	12
cc	12
b	12
a-	12
g	12
f	12
cc	13
cc	13
f	13
f	14
g	14
a-	14
a-	14
a-	15
bn	15
cc	15
cc	15
bn	16
a-k	16
b	16
a-	16
g	17
gg	17
gg	17
gg	17
a-	18
g	18
bn	1
cc	1
dd	1
dd	1
ff	1
ee-	1
dd	1
cc	2
ee-	2
dd	2
cc	2
bn	2
cc	2
dd	3
ee-	3
dd	3
cc	3
bn	3
cc	3
b	3
a-	3
g	4
bn	4
dd	4
gg	4
bn	5
cc	5
dd	5
dd	5
ff	5
ee-	5
dd	5
cc	6
ee-	6
dd	6
cc	6
bn	6
cc	6
dd	7
ee-	7
dd	7
cc	7
bn	7
cc	7
b	7
a-	7
g	8
gg	8
g	9
g	9
f	9
an	9
cc	10
b-	10
a	10
g	10
f	11
a	11
cc	11
a	11
b-	11
a	11
g	11
f	12
a	12
cc	12
a	12
b-	12
a	12
g	12
f	13
a	13
cc	13
ff	13
cc	14
b-	14
a	14
g	14
f	15
a	15
cc	15
a	15
b-	15
a	15
g	15
f	16
bn	16
dd	16
cc	16
b	16
a-	16
g	17
g	17
f	17
an	17
a-	18
g	18
g	18
g	19
cc	20
g	20
g	21
g	21
g	22
g	22
gg	23
g	23
ff	23
g	23
ee	23
g	23
dd	23
cc	24
b	24
cc	24
ee	24
dd	24
b	24
cc	25
g	25
cc	25
ee	25
dd	25
g	25
dd	25
ff	25
ee	26
cc	26
ee	26
gg	26
ff#	26
dd	26
aa	26
gg	26
ff#	27
ee-	27
dd	27
ee-	27
cc	27
dd	28
dd	28
gg	29
ff	29
ee-	29
dd	29
cc	29
bn	30
cc	30
dd	30
dd	30
ff	30
ee-	30
dd	30
cc	31
f	31
g	31
a-	31
bn	31
cc	31
a-	31
b	31
g	32
gg	32
bb-	33
aan	33
aa-	33
gg	33
ff#	33
ffn	33
een	33
ee-	33
ee-	34
dd	34
ff	34
ee-	34
dd	34
cc	34
bn	35
cc	35
dd	35
cc	35
b	35
a-	35
a-	36
g	36
g	36
g	1
a-	1
bn	1
a-	1
g	1
g	1
g	2
a-	2
f	2
a-	2
g	2
g	2
g	3
a-	3
bn	3
a-	3
g	3
g	3
g	4
a-	4
f	4
a-	4
g	4
an	5
a	5
b-	5
a	5
a	5
g	5
g	6
a	6
f	6
f	6
b-	7
b-	7
b-	7
cc	7
b-	7
b-	7
a	7
b-	8
g	8
f	8
a	9
a	9
b-	9
a	9
a	9
g	9
g	10
a	10
f	10
f	10
e	11
f	11
g	11
a-	11
bn	11
cc	11
b	11
a-	11
g	12
