ff	15
ff	16
ee	16
gg	16
ff	16
ee	16
dd	16
ff	16
ee	16
dd	17
cc#	17
ee	17
dd	17
cc#	17
b-	17
a	17
g	17
a	18
b-	18
cc#	18
dd	18
cc#	18
b-	18
a	18
b-	18
g	19
r	19
g	20
r	20
d	20
d	21
g	21
b-	21
dd	21
d	21
g	21
b-	21
dd	21
d	22
g	22
b-	22
dd	22
cc#	22
b-	22
a	22
g	22
d	23
g	23
b-	23
dd	23
cc#	23
b-	23
a	23
g	23
cc#	24
ee	24
8dd	24
dd]	24
r	24
ff	24
ff	25
ee	25
gg	25
ff	25
ee	25
dd	25
ff	25
ee	25
dd	26
cc#	26
ee	26
dd	26
cc#	26
b-	26
a	26
g	26
dd	27
gg	27
dd	27
g	28
r	28
d	1
g	1
a	1
b-	1
a	1
b-	1
a	1
g	1
d	2
g	2
a	2
b-	2
a	2
b-	2
a	2
g	2
d	3
g	3
a	3
b-	3
dd	3
cc#	4
dd	4
ee	4
dd	4
cc#	4
b-	4
a	4
g	4
d	5
g	5
a	5
b-	5
a	5
24b-	5
a	5
g	5
d	6
g	6
a	6
b-	6
a	6
b-	6
a	6
g	6
ee	7
dd	7
cc#	7
b-	7
a	7
g	7
a	7
b-	7
g	8
gg	8
g	9
cc#	10
dd	10
cc#	11
dd	11
cc#	12
dd	12
dd	12
cc#	13
dd	13
dd	13
cc#	14
ee	14
dd	14
dd	14
dd	14
cc#	15
dd	15
cc#	15
b-	15
a	15
b-	15
cc#	16
ee	16
dd	16
dd	16
dd	16
cc#	17
dd	17
cc#	17
b-	17
a	17
b-	17
a	18
cc#	18
cc#	18
cc#	18
cc#	18
cc#	19
ee	19
dd	19
cc#	19
b-	19
a	19
g	19
ee	20
dd	20
cc#	20
b-	20
a	20
g	20
a	20
b-	20
g	21
ff#	1
gg	1
gg	1
gg	1
g	2
ff	2
ff	3
ee	3
dd	3
dd	3
cc#	3
b-	3
b-	4
a	4
g	4
dd	4
gg	5
gg	5
gg	5
g	6
ff	6
ff	7
ee	7
dd	7
dd	7
cc#	7
b-	7
b-	8
a	8
g	8
g	8
r	8
dd	8
b-	9
a	9
g	9
g	9
b-	9
b-	10
cc#	10
a	10
b-	10
cc#	10
dd	10
a	11
ff	11
ff	12
ee	12
dd	12
dd	12
cc#	12
b-	12
b-	13
a	13
g	13
dd	13
a	14
b-	14
cc#	14
dd	14
a	15
ff	15
ff	16
ee	16
dd	16
dd	16
cc#	16
b-	16
b-	17
a	17
g	17
g	17
b-	17
ccn	17
b-	17
b-	18
a	18
g	18
g	18
r	18
r	19
24f	19
g	19
f	19
en	19
f	19
b-'	20
f'	20
dd'	20
f'	20
ee-'	21
f'	21
dd'	21
f'	21
cc^	22
dd	22
cc#	22
b-	22
dd^	22
b-	22
r	23
24f	23
g	23
f	23
en	23
f	23
b-'	24
f'	24
dd'	24
f'	24
ee-'	25
f'	25
dd'	25
b-'	25
cc	26
dd	26
cc#	26
a	26
b-	26
ee-	27
dd	27
cc	28
dd	28
cc	28
a	28
b-	28
dd	28
gg	1
dd	1
gg	1
ff	1
ee	1
dd	1
gg	2
dd	2
gg	2
dd	2
gg	2
ff	2
ee	2
dd	2
ee	3
ff	3
ee	3
dd	3
cc#	3
a	3
cc#	3
ee	3
dd	4
cc#	4
b-	4
a	4
g	4
dd	4
dd	5
cc#	5
b-	5
a	5
g	5
g	6
gg	6
ff	6
ee	6
dd	6
cc#	6
b-	6
cc#	7
b-	7
a	7
g	7
gg	7
g	8
gg	8
ff	8
ee	8
dd	8
cc#	8
b-	8
cc#	9
b-	9
a	9
g	9
bn	10
a	10
b	10
cc	10
dd	10
cc	10
b	11
b	11
a	11
b	11
cc	11
dd	11
cc	11
b	12
b	12
a	12
b	12
cc	12
dd	12
cc	12
b	13
cc	13
a	13
b	13
g	13
a	14
a	14
cc	14
b	15
a	15
b	15
cc	15
dd	15
a	16
a	16
cc	16
b	17
cc	17
a	17
b	17
g	17
cc#	.
ee	.
dd	1
cc#	1
ee	1
dd	2
cc#	2
ee	2
dd	3
r	3
dd	3
r	3
dd	4
r	4
ee	4
dd	4
cc#	5
dd	5
b-	5
dd	5
cc#	5
dd	5
ee	5
dd	5
cc#	6
dd	6
b-	6
dd	6
cc#	6
dd	6
ee	6
dd	6
cc#	7
dd	7
b-	7
dd	7
cc#	7
dd	7
ee	7
dd	7
dd	8
cc#	8
cc#	8
b-	8
b-	8
a	8
a	8
g	8
ee	9
dd	9
gg	10
bb-	11
gg	11
cc#	12
dd	12
r	12
ee	12
dd	12
cc#	13
dd	13
b-	13
dd	13
cc#	13
dd	13
ee	13
dd	13
cc#	14
dd	14
b-	14
dd	14
cc#	14
dd	14
ee	14
dd	14
cc#	15
dd	15
b-	15
dd	15
cc#	15
dd	15
ee	15
dd	15
dd	16
cc#	16
cc#	16
b-	16
b-	16
a	16
g	16
r	17
b-	17
dd	17
cc#	17
b-	17
dd	18
cc#	18
b-	18
b-	18
a	18
g	18
dd	19
g	19
a	19
b-	19
a	19
g	19
dd	20
cc#	20
ee	20
dd	20
r	21
b-	21
cc#	21
b-	21
cc#	22
b-	22
b-	22
a	22
g	22
b-	23
a	23
b-	23
a	23
g	23
f#	23
g	24
dd	24
b	25|
cc	25|
b	25|
g	25|
cc	25|
dd	25|
cc	25|
a	25|
b	26
cc	26
b	26
g	26
cc	26
dd	26
cc	26
a	26
b	27
g	27
dd	27
cc	27
b	27
cc	27
a	27
g	28
dd	28
b	29
cc	29
b	29
dd	29
cc	29
b	29
cc	29
a	29
b	30
g	30
b	30
dd	30
cc	30
b	30
cc	30
a	30
b	31
g	31
b	31
dd	31
cc	31
b	31
cc	31
a	31
g	32
r	32
dd	32
gg	33
gg	34
gg	35
gg	35
gg	36
dd	36
gg	36
dd	36
b	37
cc	37
b	37
b	37
g	37
cc	37
dd	37
cc	37
a	37
cc	37
b	38
cc	38
b	38
b	38
g	38
cc	38
dd	38
cc	38
a	38
cc	38
b	39
g	39
dd	39
cc	39
b	39
cc	39
a	39
g	40
r	40
cc#	40
dd	40
b	41
ccn	41
b	41
g	41
cc	41
dd	41
cc	41
a	41
b	42
g	42
b	42
dd	42
cc	42
dd	42
cc	42
a	42
b	43
g	43
b	43
dd	43
cc	43
b	43
cc	43
a	43
g	44
r	44
cc#	44
dd	45
dd	46
ee	47
dd	47
gg	47
ee	48
dd	48
r	48
ee	48
dd	48
cc#	49|
dd	49|
b-	49|
dd	49|
cc#	49|
dd	49|
ee	49|
dd	49|
cc#	50
dd	50
b-	50
dd	50
cc#	50
dd	50
ee	50
dd	50
cc#	51
dd	51
b-	51
dd	51
cc#	51
dd	51
ee	51
dd	51
dd	52
cc#	52
cc#	52
b-	52
b-	52
a	52
a	52
g	52
dd	53
2gg	54
gg]	55
dd	55
b-	56
ee	56
dd	56
cc#	56
dd	56
ee	56
dd	56
cc#	57
dd	57
b-	57
dd	57
cc#	57
dd	57
ee	57
dd	57
cc#	58
dd	58
b-	58
dd	58
cc#	58
dd	58
ee	58
dd	58
cc#	59
dd	59
b-	59
dd	59
cc#	59
dd	59
ee	59
dd	59
dd	60
cc#	60
cc#	60
b-	60
b-	60
a	60
a	60
g	60
gg	61
dd	61
g	62
d	1
g	>8qd
g	>8qd
g	>8qd
d	>8qd
g	2
g	2
g	2
d	2
g	3
cc	3
b-	3
a	3
g	3
a	3
b-	3
g	4
d	4
g	4
d	4
b-	4
a	4
g	4
g	5
cc	5
b-	5
a	5
g	5
a	5
b-	5
g	6
a	7
b-	7
cc#	7
dd	7
cc#	7
b-	7
b-	8
a	8
ccn	8
b-	8
b-	8
a	8
a	8
g	8
a	9
b-	9
cc#	9
dd	9
cc#	9
b-	9
a	9
g	10
gg	10
a	11
b-	11
cc#	11
dd	11
cc#	11
b-	11
b-	12
a	12
ccn	12
b-	12
b-	12
a	12
a	12
g	12
a	13
b-	13
cc#	13
dd	13
cc#	13
b-	13
a	13
g	14
g	15
cc#	15
dd	16
cc#	16
dd	17
cc#	17
ddm	18
cc#	18
ddm	18
cc#	18
dd	19
dd	19
cc#	20
dd	20
ee	20
ff	20
ee	20
dd	20
cc#	20
ee	20
dd	21
dd	21
dd	21
dd	21
dd	21
dd	21
dd	21
cc#	22
dd	22
ee	22
ff	22
ee	22
dd	22
cc#	22
ee	22
dd	23
dd	23
gg	24
ff	24
ff	24
ee	24
ee	24
dd	24
gg	25
ff	25
ff	25
ee	25
ee	25
dd	25
cc#	26
dd	26
ee	26
ff	26
ee	26
dd	26
cc#	26
ee	26
dd	27
b-	27
dd	28
cc#	28
dd	28
cc#	28
dd	28
cc#	29
b-	29
a	29
b-	29
dd	30
cc#	30
dd	30
cc#	30
dd	30
cc#	31
b-	31
a	31
g	31
dd	32
cc#	32
dd	32
cc#	32
dd	32
cc#	33
b-	33
a	33
b-	33
dd	34
cc#	34
dd	34
cc#	34
dd	34
cc#	35
b-	35
a	35
g	35
g	36
a	36
b-	36
g	37
a	37
b-	37
g	38
a	38
b-	38
g	38
a	38
b-	38
g	39
d	39
bn	40
dd	40
cc	40
b	41
dd	41
cc	41
b	42
dd	42
cc	42
b	42
dd	42
cc	42
b	43
dd	43
dd	44
cc	44
cc	44
b	44
b	44
dd	44
dd	45
cc	45
cc	45
b	45
b	45
dd	45
dd	46
cc	46
cc	46
b	46
b	46
a	46
a	46
g	46
a	47
b	47
8g	47
g	47
d	47
g	47
a	47
a	48
b	48
g	48
dd	48
ffn	49
ee	49
dd	49
cc	49
b	49
a	50
b	50
cc	50
a	50
b	50
ffn	51
ee	51
dd	51
cc	51
b	51
a	52
b	52
cc	52
a	52
g	52
d	53
f#	53
d	53
f#	53
a	53
g	54
dd	54
cc	54
b-	54
a	54
g	54
d	55
f#	55
d	55
f#	55
a	55
g	56
gg	56
d	57
f#	57
d	57
f#	57
a	57
g	58
cc	58
b-	58
a	58
g	58
d	59
f#	59
d	59
f#	59
a	59
g	60
d	.
g	1
b-	1
dd	1
dd	2
cc#	2
cc#	2
b-	2
dd	2
cc#	3
dd	3
ee	3
dd	3
cc#	3
b-	3
a	3
g	3
cc#	4
ee	4
dd	4
cc#	4
b-	4
a	4
g	4
g	5
b-	5
dd	5
dd	6
cc#	6
cc#	6
b-	6
dd	6
cc#	7
dd	7
ee	7
dd	7
cc#	7
b-	7
a	7
g	7
a	8
b-	8
g	8
r	8
a	9
b-	9
g	9
r	9
gg	10|
dd	10|
gg	11
dd	11
gg	12
dd	12
gg	12
dd	12
gg	13
gg	13
gg	14
ff	14
ee	14
dd	14
ff	14
ee	14
dd	14
cc#	14
ee	15
dd	15
cc#	15
b-	15
cc#	15
b-	15
a	15
g	15
b-	16
dd	16
cc#	16
ee	16
dd	17
gg	17
gg	18
ff	18
ee	18
dd	18
ff	18
ee	18
dd	18
cc#	18
ee	19
dd	19
cc#	19
b-	19
cc#	19
b-	19
a	19
g	19
b-	20
dd	20
cc#	20
ee	20
dd	20
g	21
r	21
bn	22|
dd	22|
dd	23
cc	23
cc	23
b	23
dd	23
b	24
dd	24
dd	25
cc	25
cc	25
b	25
b	25
a	25
g	25
b	26
dd	26
dd	27
cc	27
cc	27
b	27
dd	27
cc#	28
dd	28
ee	28
dd	28
cc#	28
b-	28
a	28
g	28
a	29
b-	29
g	29
r	29
d	1
g	1
b-	1
dd	1
cc#	2
b-	2
dd	2
cc#	3
dd	3
ee	3
ff	3
gg	3
ff	3
ee	3
dd	3
cc#	4
dd	4
ee	4
dd	4
cc#	4
b-	4
a	4
g	4
d	5
g	5
b-	5
dd	5
cc#	6
b-	6
dd	6
cc#	7
dd	7
ee	7
dd	7
cc#	7
b-	7
a	7
b-	7
g	8
g	8
4gg	9
gg	9
ff	9
aa	9
gg	9
4ff	10
ff	10
ee	10
gg	10
ff	10
4ee	11
ee	11
dd	11
ff	11
ee	11
dd	12
cc#	13
ee	13
dd	13
cc#	13
ee	13
dd	13
cc#	14
ee	14
dd	14
cc#	14
b-	14
a	14
b-	14
cc#	15
ee	15
dd	15
dd	15
gg	16
g	17
b	18
g	18
b	18
dd	18
cc	18
b	18
b	19
g	19
b	19
dd	19
cc	19
b	19
b	20
cc	20
dd	20
ee	20
ffn	20
ee	20
dd	20
cc#	20
dd	21
r	21
gg^	21
b	22
g	22
b	22
dd	22
ccn	22
b	22
dd	23
r	23
cc#	23
dd	23
cc#	24
dd	24
ee	24
dd	24
cc#	24
b-	24
a	24
b-	24
g	25
g	25
gg	26
ff#	27
gg	27
ff#	28
gg	28
ff#	28
gg	28
ff#	29
gg	29
ff#	29
gg	29
gg	30
aa	30
bb-	30
aa	30
gg	30
ffn	30
ee	30
dd	30
ee	31
ff	31
gg	31
ff	31
ee	31
dd	31
cc#	31
b-	31
cc#	32
dd	32
ee	32
dd	32
cc#	32
b-	32
a	32
g	32
cc#	33
ee	33
dd	33
dd	33
gg	34
aa	34
bb-	34
aa	34
gg	34
ff	34
ee	34
dd	34
ee	35
ff	35
gg	35
ff	35
ee	35
dd	35
cc#	35
b-	35
cc#	36
dd	36
ee	36
dd	36
cc#	36
b-	36
a	36
b-	36
g	37
d	1
g	1
b-	1
dd	1
cc#	1
dd	1
b-	1
dd	1
cc#	2
dd	2
b-	2
dd	2
cc#	2
b-	2
a	2
g	2
d	3
g	3
b-	3
dd	3
cc#	3
dd	3
b-	3
cc#	3
dd	4
gg	4
d	5
g	5
b-	5
dd	5
cc#	5
dd	5
b-	5
dd	5
cc#	6
dd	6
b-	6
dd	6
cc#	6
b-	6
a	6
g	6
b-	7
a	7
ccn	7
b-	7
a	7
g	7
a	7
b-	7
g	8
gg	8
g	9
ff#	10
gg	10
ff#	10
gg	10
ee	10
dd	10
cc	10
b	11
dd	11
b	11
dd	11
b	11
a	11
g	11
a	12
b	12
cc	12
dd	12
b	12
g	12
a	12
f#	12
g	13
gg	13
g	14
ccc#	15
ddd	15
ccc#	16
ddd	16
ddd	17
eee	17
fff	17
eee	17
fff	17
eee	17
ddd	17
ccc#	17
ddd	18
ddd	18
ddd	18
ddd	18
ddd	18
ddd	18
ddd	18
ddd	19
eee	19
fff	19
eee	19
fff	19
eee	19
ddd	19
ccc#	19
ddd	20
bb-	21
ccc#	21
ddd	21
ccc#	21
ddd	21
ccc#	21
bb-	21
aa	21
bb-	22
gg	23
aa	23
bb-	23
aa	23
bb-	23
aa	23
gg	23
ff#	23
gg	24
g	1
g	1
d	1
g	1
a	1
b-	1
a	1
g	2
g	2
d	2
g	2
a	2
b-	2
a	2
g	3
a	3
b-	3
cc#	3
dd	3
cc#	3
b-	3
cc#	3
dd	4
cc#	4
dd	4
ee	4
dd	4
cc#	4
b-	4
a	4
g	5
g	5
d	5
g	5
a	5
b-	5
a	5
g	6
a	6
b-	6
cc#	6
dd	6
cc#	7
dd	7
cc#	7
b-	7
a	7
g	7
dd	7
f#	7
g	8
r	8
bn	9|
b	9|
g	9|
b	9|
ccn	9|
dd	9|
cc	9|
bn	10
b	10
g	10
b	10
ccn	10
dd	10
cc	10
bn	11
ccn	11
dd	11
ee	11
ff	11
ee	11
dd	11
cc#	11
dd	12
bn	13
g	13
b	13
g	13
b	13
g	13
b	13
g	13
ff	14
ee	14
dd	14
cc#	14
dd	14
bn	15
ccn	15
dd	15
ee	15
ff	15
ee	15
dd	15
cc#	15
dd	16
gg	17
ff	17
ee	17
gg	17
ff	17
ee	17
dd	17
ff	17
ee	18
dd	18
cc#	18
ee	18
dd	18
cc#	18
b-	18
dd	18
cc#	19
dd	19
cc#	19
b-	19
a	19
g	19
a	19
b-	19
cc#	20
dd	20
gg	21
aa	21
bb-	21
aa	21
gg	21
ff	21
ee	21
dd	21
ee	22
ff	22
gg	22
ff	22
ee	22
dd	22
cc#	22
b-	22
cc#	23
dd	23
ee	23
dd	23
cc#	23
b-	23
a	23
g	23
a	24
b-	24
g	24
r	24
g	
b-	
dd	
gg	25
gg	26
gg	27
gg	27
gg	28
gg	28
gg	29
ff	29
ee	30
dd	30
cc#	31
dd	31
ee	31
ff	31
ee	31
dd	31
cc#	31
ee	31
dd	32
gg	33
ff	33
ee	34
dd	34
cc#	35
dd	35
ee	35
ff	35
ee	35
dd	35
cc#	35
ee	35
dd	36
cc#	37
dd	37
ee	37
ff	37
ee	37
dd	37
cc#	37
ee	37
dd	38
cc#	38
b-	38
dd	38
cc#	38
b-	38
a	38
g	38
cc#	39
dd	39
cc#	39
b-	39
a	39
g	39
a	39
b-	39
cc#	40
dd	40
gg	41
aa	41
bb-	41
aa	41
gg	41
ff	41
ee	41
dd	41
ee	42
ff	42
gg	42
ff	42
ee	42
dd	42
cc#	42
b-	42
cc#	43
dd	43
ee	43
dd	43
cc#	43
b-	43
a	43
g	43
a	44
b-	44
g	44
g	1
cc#	1
dd	1
g	1
cc#	1
dd	1
g	2
cc#	2
dd	2
dd	2
cc#	3
dd	3
ee	3
dd	3
cc#	3
b-	3
a	3
g	3
dd	4
ff#	4
gg	4
g	5
cc#	5
dd	5
g	5
cc#	5
dd	5
g	6
cc#	6
dd	6
dd	6
cc#	7
dd	7
ee	7
dd	7
cc#	7
b-	7
a	7
g	7
a	8
8qcc#	8
b-	8
g	8
gg	8
gg	9
ff	9
ee	9
ff	9
ee	9
dd	9
ee	10
dd	10
cc#	10
dd	10
cc#	10
b-	10
cc#	11
dd	11
ee	11
dd	11
cc#	11
b-	11
a	11
g	11
dd	12
gg	12
a	13
b-	13
g	13
d	13
b	14
b	15
cc	16
b	16
cc	16
b	16
b	17
b	17
dd	17
dd	18
cc	18
cc	18
b	18
b	18
dd	18
dd	19
cc	19
cc	19
b	19
b	19
dd	19
dd	20
cc	20
cc	20
b	20
b	20
a	20
a	20
g	20
a	21
b	21
g	21
d	21
g	21
a	22
b	22
g	22
d	22
d	.
g	1
cc#	1
dd	1
g	1
a	1
b-	1
g	2
cc#	2
dd	2
g	2
a	2
b-	2
g	3
cc#	3
dd	3
cc#	3
dd	3
dd	3
cc#	4
b-	4
cc#	4
b-	4
a	4
g	4
g	5
cc#	5
dd	5
g	5
a	5
b-	5
g	6
cc#	6
dd	6
g	6
a	6
b-	6
dd	7
cc#	7
b-	7
a	7
g	7
a	7
b-	7
g	8
gg	8
g	9
dd	9
cc#	10
dd	10
ee	10
ff	10
dd	10
ff	11
ee	11
dd	11
cc#	11
dd	11
cc#	12
dd	12
ee	12
ff	12
dd	12
cc#	12
dd	13
cc#	13
b-	13
a	13
g	13
dd	13
cc#	14
dd	14
ee	14
ff	14
dd	14
ff	14
ff	15
ee	15
dd	15
cc#	15
dd	15
gg	15
gg	16
ff	16
ee	16
dd	16
cc#	16
b-	16
a	16
g	16
a	17
b-	17
g	17
dd	17
a	18
b-	18
g	18
