composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Jacobi,2.96759,2.76866,66.3636,3/4 ,,2.19336
Juon,2.61139,2.63876,40.6349,4/4 ,,1.2433
Juon,2.43779,2.53741,54.4444,6/4 ,,1.64872
Juon,2.95114,2.66067,16.8889,6/4 ,,0.834347
Juon,2.31346,2.72058,39.6825,3/4 ,,1.4716
Juon,2.82347,2.27741,20,5/4 ,,0.963746
Juon,2.83724,2.67126,46.4,5/4 ,,1.33468
Juon,2.45312,2.64242,33.3333,5/4 ,,1.26077
Juon,2.10541,2.53049,34.8718,4/4 ,,1.28705
Jacobi,2.49047,2.46596,0,3/4 ,,0.970951
Jacobi,2.67741,2.64721,66.6667,3/4 ,,0.918296
Jacobi,2.48289,2.14522,52.0833,2/4 3/4 3/8 2/4 3/4 ,,1.87513
Jacobi,2.87073,2.75898,31.746,3/4 ,,0
Jacobi,2.46287,2.64759,0,3/4 ,,1
Janácek,2.03009,2.78086,36.5812,3/4 ,1928,1.84237
Kabalevsky,2.49187,3.11542,14.8148,2/4 ,,0
Kabalevsky,2.45471,2.79842,77.7778,6/8 ,,1.66681
Kreisler,2.05068,2.1904,32,2/4 ,,1.31274
Kreisler,2.30529,2.55309,21.9048,6/8 ,,0.888687
Kreisler,2.62193,3.45297,49.3333,3/4 ,,1.17797
Kreisler,3.33583,3.18882,58.3796,3/4 ,,1.61216
Kreisler,2.87513,2.80483,85.0366,3/4 ,,2.14511
Kreisler,2.75504,2.51024,43.6667,3/4 ,,2.34151
Kreisler,2.50274,2.2979,140.289,3/4 ,,2.44644
Kreisler,2.6249,2.74139,33.9683,3/4 ,,1.32848
Kreisler,2.06048,2.51311,32.1212,2/4 ,,1.26467
Kreisler,2.14179,1.55376,0,4/4 ,,0
Kabalevsky,2.41606,2.9906,57.4074,2/2 ,,1.29546
Kreisler,2.21877,2.93991,6.45161,3/4 ,,0.696212
Kreisler,2.52476,2.75041,23.8889,2/4 ,,1.02112
Kreisler,2.716,3.05439,19.0476,2/4 ,,0.744194
Kreisler,2.76442,3.18606,30.1235,3/4 ,,1.21452
Kreisler,3.27331,3.31304,34.0735,3/4 ,,0.973397
Kreisler,3.39553,3.07921,94.4513,3/4 ,,1.84115
Kreisler,2.02628,2.65786,26.2222,2/4 ,,1.27387
Kreisler,2.71092,2.85319,116.694,2/4 ,,2.22301
Kreisler,2.83428,2.62581,62.2029,3/4 ,,2.36749
Kreutzer,2.65656,2.68259,64.2562,3/4 ,1834,2.28416
Kalinnikov,2.67095,2.63935,42.6667,2/2 3/2 ,,1.5
Kreutzer,2.95352,3.11328,73.3333,6/8 ,1834,1.34044
Kreutzer,2.87647,2.65603,51.9481,6/8 ,1834,1.38387
Kuhnau,2.74509,3.15787,99.1494,4/4 ,1700,1.56534
Kuhnau,2.4956,2.60793,18.8235,4/4 ,1700,0.986427
Kuhnau,2.76733,2.42109,18.7654,3/4 ,1700,0.690695
Kuhnau,2.40733,2.57819,27.2727,4/4 ,1700,0.866314
Kuhnau,2.11441,2.76388,68.1481,3/8 ,1700,1.91736
Kalinnikov,1.94043,2.90202,32.5,2/2 ,,1.01543
Kalinnikov,2.57393,2.80351,39.1111,3/4 ,,1.54879
Kalinnikov,2.44812,2.98644,28.9231,3/4 ,,2.01997
Kalinnikov,2.63805,2.9106,28.9583,3/4 ,,1.36556
Kalinnikov,2.65305,2.92475,49.8286,2/4 ,,1.82625
Kalinnikov,2.33255,2.93966,26.0417,2/2 ,,0.851001
Kalinnikov,2.58501,2.91782,26.3158,2/2 ,,1.12549
Ketelbèy,2.72029,2.87798,29.3333,4/4 ,,1.206
Ketelbèy,3.04007,2.76738,38.7879,4/4 ,,1.42103
Ketelbèy,2.13159,2.14975,29.5674,4/4 ,,1.0958
Ketelbèy,1.5853,2.50292,23.6364,4/4 ,,1.06662
Kabalevsky,2.38138,2.53934,35.2941,2/2 ,,0.964079
Ketelbèy,3.0383,3.26818,24.8485,4/4 ,,1.36031
Ketelbèy,2.0783,2.8205,49.3901,4/4 ,,1.91997
Ketelbèy,2.23409,2.36899,23.8596,4/4 ,,1.29546
Ketelbèy,2.58619,2.57843,48.8889,2/4 ,,0.303375
Ketelbèy,2.26384,2.42549,27.451,2/4 ,,1.39215
Ketelbèy,2.6567,2.75251,63.9153,2/4 ,,1.22439
Ketelbèy,2.21506,2.88119,25.0667,2/4 ,,1.57662
Ketelbèy,1.81701,2.55327,22.1429,2/4 ,,0.722858
Ketelbèy,2.35455,2.14928,38.0952,2/4 ,,1.6645
Khachaturian,3.05061,2.94405,39.7835,3/4 ,,1.40092
Khachaturian,2.91395,3.00631,69.2196,3/4 ,,1.90547
Khachaturian,2.82429,3.01311,36.9911,3/4 ,,2.01514
Khachaturian,2.77272,2.69562,63.2471,3/4 ,,1.91076
Khachaturian,2.18039,2.42175,8.33333,2/4 ,,0.522559
Khachaturian,2.4998,3.17204,9.38272,2/4 ,,0.353359
Khachaturian,2.30845,2.48966,46.2963,2/4 ,,1.02146
Kabalevsky,2.63565,2.37412,36.9524,2/2 ,,1.0958
Khachaturian,3.07127,2.63657,27.027,4/4 ,,0.981941
Khachaturian,1.9452,2.14979,34.0399,4/4 ,,1.2876
Khachaturian,2.91108,2.69011,36.8326,4/4 ,,1.92686
Khachaturian,2.70255,2.55235,43.5603,3/4 ,,2.25625
Khachaturian,2.25451,2.41214,35.998,3/8 ,,2.00786
Khachaturian,2.42177,2.16037,45.7576,3/8 ,,1.6494
Khachaturian,2.03203,2.30539,46.7019,3/8 ,,1.43537
Khachaturian,2.6616,2.3214,54.1414,4/4 ,,1.71785
Khachaturian,2.30163,2.10385,50.3319,3/4 ,,2.05469
Khachaturian,2.69295,2.80112,75.4167,3/4 ,,1.92482
Kabalevsky,2.40159,2.49803,34.5238,2/2 ,,1.47135
Khachaturian,2.64771,3.03768,85.2814,4/4 ,,1.58496
Khachaturian,2.375,2.84576,54.4889,6/8 ,,1.78308
Khachaturian,2.49657,2.68838,12.8205,2/2 ,,0
Khachaturian,2.05414,2.3587,20.3704,2/4 ,,0.639457
Khachaturian,1.89542,2.17938,27.7333,2/4 ,,1.38967
Khachaturian,2.75386,3.01282,80.3614,3/4 ,,1.44882
Khachaturian,2.25201,2.25037,9.80392,4/4 ,,0.694805
Khachaturian,2.85043,2.704,56.8627,3/4 ,,1.63932
Khachaturian,2.56115,2.35931,63.0476,3/4 ,,1.87322
Khachaturian,3.23535,2.83327,67.6731,3/4 ,,2.32789
Kabalevsky,2.49146,2.83628,41.2121,4/4 ,,0.918296
Khachaturian,3.02623,3.19671,28.0607,4/4 ,,1.60439
Khachaturian,2.91789,2.91938,70.1606,3/4 ,,2.07291
Khachaturian,2.81977,3.10539,38.9286,4/4 ,,1.49047
Khachaturian,2.73333,2.86309,26.3248,2/4 ,,1.08631
Khachaturian,1.76084,1.93472,0,4/4 ,,0
Khachaturian,2.49074,2.8927,56.2077,4/4 ,,2.43321
Khrennikoff,2.76741,3.57906,28.9855,4/4 ,,1.41956
Khrennikoff,3.17065,3.3245,51.0204,4/4 ,,1.32748
Khrennikoff,2.9013,2.9013,21.3333,4/4 2/4 4/4 ,,0.975119
Khrennikoff,2.52689,3.08042,47.8618,2/2 ,,1.87762
Kabalevsky,2.91402,2.90967,37.1429,4/4 ,,1.52219
Khrennikoff,3.06408,3.08925,30.1587,2/2 ,,1.19642
Khrennikoff,2.88505,2.80415,24.1975,6/8 ,,1.37878
Khrennikoff,2.937,3.10222,33.9524,4/4 ,,1.62581
Kodály,2.16076,2.35472,104.649,2/4 ,1933,1.73604
Kodály,2.06787,2.87893,49.0569,4/4 ,1933,2.44882
Kodály,2.49694,2.47067,100.487,2/4 ,1933,2.0383
Kodály,2.23096,2.69238,36.9697,2/4 ,1933,0.966452
Kodály,2.54803,3.04803,16.6667,2/4 ,1933,1.40998
Kodály,2.49809,2.90701,48.6652,2/4 ,1933,1.82212
Kodály,2.37271,2.4452,9.52381,2/4 ,1933,0.479832
Kabalevsky,2.71321,2.88982,43.083,4/4 ,,1.82904
Kodály,2.73047,2.58914,30.8772,2/4 ,1933,1.31274
Kodály,2.72821,2.87095,35.8974,3/4 ,1927,1.37878
Kodály,2.97721,2.4002,32.0988,4/4 ,1927,1.15678
Kodály,2.42849,2.51702,53.3147,4/4 ,1927,1.60101
Kodály,2.74319,2.89686,51.9444,2/4 ,1927,1.6398
Kodály,2.4917,2.51642,24,4/4 ,1927,1.01842
Kodály,3.02263,3.04945,68.3333,4/4 ,1927,1.6158
Kodály,2.20614,3.34165,50.5376,4/4 ,1927,1.90397
Kodály,2.48459,2.76035,34.195,4/4 ,1927,1.84971
Kodály,2.53378,2.81925,36.5087,4/4 ,1927,1.81135
Kabalevsky,2.44297,2.71272,12.7451,6/8 ,,0.453184
Kodály,2.51717,3.09826,42.4561,4/4 ,1927,1.0958
Kodály,2.70732,2.80936,23.9216,2/4 ,1927,1.30124
Kodály,2.76148,3.07147,48.7446,4/4 ,1927,1.81221
Kodály,2.42906,2.6586,12.8205,2/4 ,1927,0.353359
Kodály,2.50226,2.59688,56.646,4/8 ,1927,2.1045
Kodály,2.65542,2.88779,38.8406,2/4 ,1927,1.59882
Kodály,2.30924,2.73551,34,2/4 ,1927,1.43338
Kodály,1.87358,2.78175,12.1212,2/4 ,1927,0.371232
Kodály,3.09869,2.90525,70.1253,4/4 ,1927,1.91969
Kodály,2.50282,2.72322,59.5518,2/4 ,1927,1.97494
Kabalevsky,2.80061,2.73942,31.9298,2/4 ,,0.845351
Korngold,2.62948,3.3321,31.1111,4/4 ,,1.40468
Korngold,2.78991,2.84885,50.8321,4/4 ,,2.04943
Korngold,3.31867,3.1163,47.2661,4/4 ,,2.43559
Korngold,,,55.7555,4/4 ,,2.53831
Korngold,2.32593,2.81937,28.0952,2/4 ,,1.04975
Kreisler,2.7296,2.56003,28.366,2/4 ,,1.295
Kreisler,2.92745,2.85595,33.7147,4/4 ,,1.41974
Kreisler,2.44547,3.33468,33.8034,4/4 ,,2.11063
Kreisler,2.21719,2.70613,82.5397,3/4 ,,2.24274
Kreisler,2.40363,2.59634,39.6667,4/4 ,,1.53242
Lack,3.10881,2.87695,39.5445,4/4 ,,1.26417
Lalo,2.30284,2.42179,46.25,2/2 ,1883,1.2533
Liadoff,2.54685,2.94639,5.12821,2/4 ,,0
Liszt,2.48346,2.18628,81.9986,6/4 ,1854,1.97095
Liszt,2.7744,3.00217,14.2857,4/4 ,1854,0.353359
Liszt,2.6081,2.7419,48.3761,2/2 ,1853,1.62661
Liszt,3.15741,3.24307,8.33333,12/8 ,1865,0.956766
Liszt,2.01646,2.70294,77.8215,4/4 ,1849
1855,2.05881
Liszt,2.89947,2.94928,77.1984,12/8 ,1849
1855,2.03471
Liszt,2.9227,3.21592,34.2029,4/4 ,1849
1855,0.77935
Liszt,2.54248,2.86659,41.03,3/4 ,1849
1855,1.09491
Liszt,2.84903,2.99741,78.1392,3/4 ,1839
1857,2.09858
Lalo,1.94599,2.56185,40.5131,2/2 ,1883,1.83226
Liszt,2.81045,2.58402,152.204,3/4 ,1839
1857,2.75
Liszt,2.52206,2.43872,107.071,6/8 ,1839
1857,1.48548
Liszt,2.82258,2.87291,12.1212,6/8 ,1839
1857,0.650022
Liszt,2.82218,2.63129,16.6667,4/4 ,1839
1857,1.09491
Liszt,2.46387,2.80869,9.52381,4/4 ,1850,0.868393
Liszt,2.66543,2.50415,63.6735,4/4 ,1850,1.96982
Liszt,2.77836,3.34969,15.2395,3/4 ,1849,0.513185
Liszt,2.2082,2.41872,0,4/4 ,1849,0.543564
Liszt,2.75272,2.86383,48.7179,3/4 ,1840,1.09491
Liszt,2.83741,3.19327,16.2092,4/4 ,1840,1.42473
Lalo,2.71382,2.66599,89.6063,3/2 ,1883,2.00606
Liszt,2.09112,3.02283,6.41026,4/4 ,1840,0.455021
Liszt,2.61058,2.6645,0,6/8 ,1840,0
Liszt,2.77424,2.2856,12.4444,6/8 ,1840,1.54857
Liszt,2.34132,2.53869,43.3333,2/4 ,1840,0.918296
Liszt,3.22973,2.68145,52.2222,2/4 ,1840,1.91251
Liszt,2.59436,2.87165,59.9578,4/4 ,1852,1.57095
Liszt,2.92745,3.83659,57.4603,4/4 ,1857,1.37164
Liszt,2.96892,2.50738,55.7143,4/4 ,1857,1.76096
Liszt,2.94836,3.20456,27.9503,4/4 ,1857,1.37988
Liszt,2.74644,2.98418,78.042,4/4 ,1857,2.47722
Lalo,3.14668,2.89795,47.2236,2/4 ,1883,1.93445
Liszt,2.83978,2.44452,49.6504,4/4 ,1857,1.85656
Liszt,2.59491,2.98832,33.0556,3/4 ,1857,1.6158
Liszt,2.01982,3.13684,35.5922,3/4 ,1857,1.67095
Liszt,2.37456,2.58689,49.4444,3/4 ,1857,1.57442
Liszt,3.20282,2.81128,71.4911,3/4 4/4 3/4 ,1857,2.44931
Liszt,2.78845,3.34237,18.4848,6/8 ,1857,0.970951
Liszt,3.16893,3.31108,45.3634,3/4 ,1857,1.35933
Liszt,2.09424,1.99578,69.4898,4/2 ,1857,1.65774
Liszt,2.69747,2.94684,99.5603,4/4 ,1853,1.96981
Liszt,2.9138,2.90078,68.5167,4/4 ,1853,2.23698
Lalo,2.90596,2.94487,36.6667,2/4 ,1883,0.918296
Liszt,2.81206,2.35461,64.7596,4/4 ,1853,2.55284
Liszt,2.19378,3.45565,16.6667,2/4 ,1838,0.985228
Liszt,3.0244,2.85222,29.6296,2/4 ,1838,0.99403
Liszt,2.40142,3.042,0,6/8 ,,0
Liszt,3.18316,2.82348,0,9/8 ,,0
Liszt,2.70294,2.76858,0,6/8 ,,0
Liszt,2.3523,2.75096,60.0176,4/4 ,1851,2.00954
Liszt,2.46596,2.73321,70.2198,2/4 ,1851,2.15597
Liszt,2.40229,2.93366,32.963,2/4 ,1851,0.863121
Liszt,2.26324,2.43074,57.9798,2/4 ,1851,1.15457
Lalo,2.93191,2.93139,50.2419,3/4 ,1883,2.37272
Liszt,2.70693,2.73695,61.6374,2/4 ,1851,2.01163
Liszt,2.67624,2.44002,100,2/4 ,1851,1
Liszt,2.10241,2.22587,50.8772,2/4 ,1851,1.5
Liszt,2.94836,3.0182,21.7544,2/4 ,1851,0.413817
Liszt,2.48633,3.0072,12.7273,2/4 ,1851,1.04085
Liszt,2.46433,3.06086,89.6825,2/4 ,1851,1.11552
Liszt,2.45845,2.82059,45.9264,4/4 ,1853,1.99865
Liszt,2.10098,3.13042,0,2/4 ,1853,0
Liszt,2.95947,3.00097,83.9459,4/4 ,1853,1.92193
Liszt,2.43537,2.84535,38.7115,4/4 ,1853,2.12799
Lalo,2.91038,2.48311,36.4387,3/4 ,1883,1.62352
Liszt,2.68085,2.90531,88.1103,4/4 ,1853,2.28064
Liszt,2.60138,2.54332,42.328,2/4 ,1853,1.54879
Liszt,2.7296,2.61416,43.3333,2/4 ,1853,1
Liszt,2.50271,3.09436,82.9048,4/4 ,1853,2.81996
Liszt,2.08496,2.79421,18.8776,2/4 ,1853,0.905587
Liszt,2.12549,2.6206,59.4052,2/4 ,1853,1.86763
Liszt,2.9278,2.66067,70.2041,4/4 ,1848
1853,1.99032
Liszt,2.63838,2.78457,28.3429,2/4 ,1848
1853,1.61433
Liszt,2.46337,2.25103,30.303,2/4 ,1848
1853,1.04085
Liszt,2.5587,2.68294,34.8371,2/4 ,1848
1853,1.02263
Lalo,2.30015,2.47703,96.1039,4/4 ,1882,2.16773
Liszt,2.19383,3.06662,38.4314,2/4 ,1853,1.52193
Liszt,2.6245,3.08267,33.1169,2/4 ,1853,1.18872
Liszt,2.6121,2.39112,25.8201,4/4 ,1853,1.14923
Liszt,2.31574,2.48171,48.6447,2/4 ,1853,1.75
Liszt,2.70483,2.72026,20.6061,2/4 ,1853,1.14923
Liszt,2.71078,2.79465,97.5058,4/4 ,1853,2.20624
Liszt,2.73003,2.83362,53.6667,2/4 ,1853,1.74644
Liszt,2.8541,2.49227,13.6,2/4 ,1853,1.37266
Liszt,2.77833,2.98017,44.2105,2/4 ,1853,1.49371
Liszt,2.01747,2.86769,50.5882,2/4 ,1853,1.37271
Lalo,2.45047,2.70341,33.3375,4/4 ,1882,1.0494
Liszt,2.1163,2.70453,85.0783,4/4 ,1853,2.16198
Liszt,2.9183,2.50687,28.0702,2/4 ,1853,0.970951
Liszt,2.56069,3.04284,65.0286,2/4 ,1853,1.95021
Liszt,3.06086,2.9322,26.6667,2/4 ,1853,1.31274
Liszt,2.17877,2.48853,42.54,4/4 ,1851
1871,1.83332
Liszt,3.14347,2.91908,44.6429,4/4 ,1851
1871,1.206
Liszt,2.48426,2.68953,56.9231,4/4 ,1851
1871,1.52193
Liszt,2.70689,2.57356,61.6471,4/4 ,,1.49111
Liszt,2.69478,2.90531,100.174,3/4 ,,2.14926
Liszt,2.34326,1.93868,69,6/4 ,,1.52623
Lalo,2.39753,2.24568,60.1558,3/4 ,1882,2.61265
Liszt,2.25163,2.4183,97.8525,4/4 ,1852,1.29879
Liszt,2.57782,2.45282,87.619,4/4 ,1852,1.85539
Liszt,2.73918,3.17544,30.2564,3/8 ,1883,1.06769
Liszt,2.70154,2.60143,64.4444,3/8 ,1883,0.530406
Liszt,2.37033,2.76123,6.89655,3/8 ,1883,0.970951
Liszt,2.79424,3.31598,61.9444,3/4 ,1852,1.64773
Liszt,2.72722,2.35222,48.4127,3/4 ,1852,1.49111
Liszt,3.29665,2.66888,63.8695,3/4 ,1852,1.55262
Liszt,2.48679,3.14162,59.2834,3/4 ,1852,1.86383
Liszt,2.67926,2.61798,79.2929,3/4 ,1852,1.93628
Lack,2.77219,2.77672,27.451,3/8 ,,0.918296
Lalo,2.36265,1.94975,100,3/8 ,1882,1
Liszt,2.95321,2.99411,76.6268,3/4 ,1867,2.16712
Liszt,2.58064,3.11491,20.6452,3/8 ,1867,0.884964
Liszt,2.51741,2.50347,46.2963,3/8 ,1867,1.46184
Liszt,2.8523,2.80875,37.7778,6/8 ,1867,0.913283
Liszt,2.41214,2.7338,43.0303,4/4 ,1854,0.668564
Liszt,2.78242,3.20499,83.5794,2/2 ,1867,2.54979
Liszt,2.5244,2.60222,32.2222,4/4 ,1867,1.61058
Liszt,2.16321,2.479,85.2525,3/2 ,1867,2.12809
Liszt,2.26381,1.83225,46.9136,4/4 ,1867,1.68548
Liszt,2.65505,2.75506,49.7279,3/4 ,1867,2.07291
Lalo,2.61114,2.94474,31.3725,3/8 ,1882,0
Liszt,2.35341,3.07741,33.6905,4/4 ,1849
1856,1.76525
Liszt,1,1,,4/4 ,1849
1856,0
Liszt,2.23862,2.88119,58.3076,4/4 ,1849
1856,1.95249
Liszt,2.89208,2.75687,62.9583,12/8 ,1848
1856,1.49419
Liszt,2.58548,2.62322,83.3333,9/8 ,1848
1856,1.72323
Liszt,2.37469,2.67741,82.8249,4/4 ,1848
1856,1.69569
Liszt,1.97511,1.48383,76.8254,4/4 ,1848
1856,1.45915
Liszt,2.69523,2.8774,13.8889,6/8 ,1848
1856,0.621904
Liszt,2.40626,2.3003,20.8333,4/4 ,1849
1865,1.37928
Liszt,2.48942,2.53457,90.8196,4/4 ,1866,2.26288
Lalo,2.80123,2.4054,0,6/8 ,1882,0
Liszt,2.84022,2.60624,32.6667,4/4 ,1866,1.27761
Liszt,2.93172,2.89741,27.5556,4/4 ,1866,1.35164
Liszt,3.02613,3.02107,47.8376,3/4 ,1852,1.38387
Liszt,2.9152,2.8152,23.8095,3/4 ,1852,0.721928
Liszt,2.16513,2.75591,52,3/4 ,,1.54879
Liszt,2.69372,2.81391,61.1925,3/4 ,,1.87102
Liszt,2.58362,2.58454,47.9365,3/4 ,1881,1.17702
Liszt,2.95226,2.9341,32,3/4 ,1881,0.721928
Liszt,2.8402,3.52206,13.3333,4/4 ,,0.453716
Liszt,3.2321,2.96973,66.6667,12/8 ,1855,0.991076
Lalo,2.12264,2.8849,0,6/8 ,1882,0
Liszt,2.70869,2.22612,35.8974,3/8 ,1855,0.863121
Liszt,2.84237,2.75343,20.7407,6/4 ,1858,1.32501
Liszt,2.99467,3.09826,73.8944,4/4 ,1858,2.07174
Liszt,3.16297,3.19585,27.6203,4/4 ,1858,1.42103
Liszt,2.55666,2.69951,36.5079,6/4 ,1858,1.27761
Liszt,2.64771,2.7679,66.3092,6/4 ,1858,1.11912
Liszt,2.45141,2.80681,0,6/8 ,1861,0
Liszt,2.54979,2.82585,67.4074,6/8 ,1883,0.33729
Liszt,1.98777,1.77586,44.4444,2/4 ,1883,0.985228
Liszt,2.15061,2.42629,60.0885,2/4 ,1883,1.90564
Lalo,2.47327,2.67741,65.3423,3/4 ,1881,2.37297
Liszt,2.90727,2.81977,27.451,6/8 ,1861,0.721928
Locatelli,3.06611,3.11058,41,4/4 ,1721,1.12386
Locatelli,2.13591,2.73391,24.6154,4/4 ,1721,1.11709
Locatelli,3.16023,3.02817,24.3064,3/4 ,1721,0.918296
Locatelli,2.54567,2.61975,39.6825,2/2 ,1721,1.71776
Locatelli,2.29632,3.04163,24.2424,2/4 ,1721,0.868393
Loeffler,1.93524,2.63031,21.7539,4/4 ,,1.35272
Loeffler,2.36749,2.9906,98.1546,4/4 ,,2.29546
Loeffler,2.39123,2.46126,75.8543,4/4 ,,2.09999
Loeffler,2.1211,2.57865,11.5,6/4 ,,0.699858
Lalo,2.36558,2.8386,27.0707,2/4 ,1881,1.13318
Loeffler,2.46951,2.75687,31.0924,4/4 ,,1.33551
Loeffler,2.3405,2.30372,18.8889,6/8 ,,0.468996
Loeffler,1.90151,2.1368,29.6296,2/2 ,,0.721928
Loeffler,2.08171,2.69151,55.4113,2/2 ,,1.59167
Loeffler,2.45047,3.19519,16.6681,2/2 ,,1.4005
Loeffler,1.68048,2.32821,0,2/2 ,,0
Loeffler,1.87745,2.52287,30,6/4 ,,1.45742
Loeffler,2.38792,3.07393,92.2326,3/2 2/2 ,,2.13497
Loeffler,2.88888,2.62268,20,4/4 ,,0.998364
Loeffler,2.15649,2.8527,31.4286,4/4 ,,0.773228
Lalo,2.58175,2.7495,29.3333,2/4 ,1881,0.94517
Loeffler,2.66243,2.5691,85.5341,4/4 ,,2.16251
Loeffler,2.83602,2.97001,17.2222,3/4 ,,1.29723
Loeffler,2.52287,2.68163,67.8447,3/4 ,,1.82482
Loeffler,2.99837,2.74974,48.7302,18/8 ,,1.68229
Loeffler,2.7681,2.9805,32.1598,4/4 12/8 ,,1.7081
Loeffler,3.11808,2.95854,99.8779,4/4 ,,1.74741
Loeillet,2.81794,3.00025,42.3413,4/4 ,1725,1.86682
Loeillet,3.08321,2.83334,33.3333,4/4 ,1725,0.799049
Loeillet,2.73216,2.96853,54.902,3/2 ,1725,0.811278
Loeillet,2.2999,2.55605,27.451,2/2 ,1725,1.19417
Lalo,2.71073,2.71963,20.8333,3/4 ,1881,0.918296
Loeillet,2.87581,2.5902,28.0702,2/2 ,1725,0.970951
Loeillet,3.11983,2.73496,22.2222,2/2 ,1725,0.773227
Loeillet,2.99123,2.88598,107.963,4/4 ,1712,1.75318
Loeillet,2.58203,2.68402,58.9316,3/4 ,1712,2.3994
Loeillet,2.4798,2.84774,83.8095,3/4 ,1712,2.23644
Loeillet,2.32366,2.68503,8.60215,12/8 ,1712,0.33729
Lortzing,2.12846,2.82826,25.1282,2/4 ,1837,1.08106
Lortzing,2.61139,2.37937,47.4133,4/4 ,1837,1.91153
Lortzing,2.95114,2.89004,34.8718,2/4 ,1837,1.37425
Lortzing,2.91387,2.94145,21.25,3/4 ,1837,0.654047
Lalo,2.72789,2.73158,3.1746,3/4 ,1881,0.439497
Lortzing,2.45859,2.359,44.2857,3/4 ,1837,1.46184
Lortzing,,,119.286,4/4 ,1845,3.01307
Lortzing,2.55329,2.89525,40.8889,4/4 ,1845,1.48186
Lortzing,2.65226,3.0801,30.4762,4/4 ,1845,1.24067
Louis,2.30914,2.58834,16.6667,4/4 ,,0.442661
Louis,2.53291,2.65144,33.3333,4/4 ,,0.989588
Louis,2.79989,3.14425,20.6061,4/4 ,,0.589626
Luigini,2.79031,2.86928,17.5439,2/4 ,,1.2345
Luigini,2.35618,2.45646,40.381,3/8 ,,1.31432
Lully,2.63308,3.08267,88.0952,2/2 ,1674
1708,1.98752
Lalo,2.63614,2.80596,63.9216,3/4 ,1881,1.87322
Lully,2.20899,2.8065,72.5,6/4 ,1674
1708,1.80164
Lully,2.45621,2.79335,49.254,3/4 ,1684,1.87762
Lully,2.37225,2.78387,67.6667,3/4 ,1665,2.06989
Lully,2.55748,2.66246,24.7222,3/4 ,1676
1689,1.22524
Lully,2.24257,2.6515,16,2/2 ,1676
1689,0.543564
Lully,2.11934,2.38125,45.3333,2/2 ,1676
1689,1.64315
Lully,2.28548,2.86096,94.0504,2/2 ,1670,1.77356
Lully,2.54376,2.90528,34.1667,6/8 ,1670,1.26112
Lully,2.70839,2.78339,91.2997,4/4 ,1670,2.1232
Lully,2.96772,3.01219,58.5965,3/4 ,1670,1.7345
Lack,2.36804,2.47325,34.2029,3/8 ,,1.25163
Lalo,2.64331,2.35561,58.4921,3/4 ,1881,1.80504
Lully,2.61869,2.88721,106.415,3/4 ,1670,2.02796
Lully,2.02008,3.04702,70.1449,3/4 ,1670,1.58496
Lully,2.7327,2.82848,68.8007,2/2 ,1670,2.43927
Lully,2.26272,2.83969,17.3333,6/8 ,1680,1.1688
Lully,2.4394,2.62026,70.1449,6/8 ,1680,1.58496
Lully,2.74819,2.66302,40.3509,2/2 ,1685,1.0763
Lully,2.25482,2.96384,12.1429,2/2 ,1685,1.17836
Lully,2.46691,2.47307,47.0053,3/4 ,1685,1.95282
Lully,2.66576,2.23578,45.1022,3/4 ,1685,1.99546
Lully,2.71521,2.62948,98.9087,2/2 ,1675
1688,1.77798
Lalo,2.67249,2.46771,61.7778,3/4 ,1888,1.875
Lully,2.71321,2.84395,43.4783,2/2 ,1675
1688,1.11642
Lully,2.61479,2.53416,31.2281,4/4 ,1675
1688,1.43667
Lully,2.79424,2.87685,27.5556,3/2 ,1681,0.978016
Lalo,2.65226,3.11546,56.6667,2/2 ,1888,1.87762
Lalo,2.90701,2.92103,76.5272,2/2 ,1888,2.70869
Lalo,2.97775,2.39742,44.2857,2/2 ,1875,1.32501
Lalo,2.33671,2.59133,23.1858,2/2 ,1875,1.27226
Lalo,2.48178,2.80061,35.8728,2/2 ,1875,1.88448
Lalo,2.62939,2.56042,0,3/8 ,1875,0
Lalo,2.14586,2.19,73.4199,3/8 ,1875,1.54402
Lalo,2.9906,2.77206,21.7194,2/4 ,1875,1.59546
Lalo,3.11749,2.40244,90.5185,12/8 ,1877,1.67982
Lalo,2.71709,2.76897,24.7671,2/4 ,1875,1.43298
Lalo,3.12893,2.88598,36.2963,6/8 ,1875,0.605291
Lalo,2.46272,2.69509,39.5833,3/4 ,1875,1.15955
Lalo,2.6076,2.77445,45.7895,3/4 ,1875,1.80859
Lalo,2.76381,2.50274,9.52381,6/8 ,1875,0
Lalo,2.41905,3.03974,43.1373,6/8 ,1875,0.402179
Lalo,2.73413,2.57165,34.9495,6/8 ,1875,0.940286
Lange,2.68582,2.86763,31.7647,6/8 ,,1.05294
Lassen,3.208,2.80047,65.452,4/4 ,,2.74043
Lassen,2.70775,2.76141,31.4286,4/4 ,,1.37956
Lalo,2.35988,2.82579,55.9786,12/8 ,1877,2.11479
Lassen,2.43935,2.94644,68.5581,4/4 ,,2.35222
Lassen,3.12991,3.33768,63.4754,4/4 ,,2.18667
Lassen,2.52479,2.47304,18.0952,2/2 ,,0.39979
Lassen,2.41624,3.01302,52.4206,2/2 ,,1.93862
Leclair,3.1819,2.93543,85.0719,4/4 ,1737,2.16339
Leclair,2.69812,2.81977,40.7407,6/8 ,1737,1.61924
