composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Beethoven,2.24729,2.70818,0,3/4 ,1803,0
Beethoven,2.33731,2.5472,16.2907,3/4 ,1803,1.15678
Bach,2.92552,3.29032,0,4/4 ,1708,0
Beethoven,2.42113,2.12113,72.7273,3/4 ,1803,1.29574
Beethoven,2.69802,2.48693,22.7778,2/4 ,1803,0.811278
Beethoven,2.4771,2.61043,67,2/4 ,1803,1.93472
Beethoven,2.40431,2.66904,89.648,2/4 ,1803,1.61857
Beethoven,2.66958,3.12409,38.0952,2/4 ,1803,0.391244
Beethoven,2.87818,2.90614,28.7179,2/2 ,1806,1.76596
Beethoven,2.88205,2.70675,13.9676,2/2 ,1806,0.491237
Beethoven,2.72888,2.56489,10.5263,2/2 ,1806,0.970951
Beethoven,2.37096,2.82706,31.25,2/2 ,1806,0.672295
Beethoven,2.72722,2.47722,58.836,2/2 ,1806,1.67674
Bach,2.97277,2.84975,13.3333,6/8 ,1708,0.706274
Beethoven,2.16387,3.08418,45.164,3/4 ,1806,2.18004
Beethoven,2.34585,2.71929,16.6667,3/4 ,1806,0.865857
Beethoven,2.2374,2.66123,79.0476,3/4 ,1806,2.17095
Beethoven,2.87951,2.77424,6.66667,3/4 ,1806,0.970951
Beethoven,2.37135,2.67341,73.7255,3/4 ,1806,1.71776
Beethoven,2.7291,3.05429,0,2/4 ,1806,0
Beethoven,2.40667,2.4956,72.2222,2/4 ,1806,1.22439
Beethoven,2.90005,2.75506,7.69231,2/4 ,1806,0.371232
Beethoven,2.37456,2.38043,52.7778,2/4 ,1807,0.845351
Beethoven,,,103.704,2/4 ,1807,2.73957
Bach,3.40293,2.4857,0,4/4 ,1708,0
Beethoven,2.21702,1.87025,31.1111,2/4 ,1807,1
Beethoven,2.34585,2.34585,0,2/4 ,1807,0
Beethoven,2.7941,2.89542,5.55556,2/4 ,1807,0.235193
Beethoven,2.59789,2.65381,4.16667,2/4 ,1807,0.322757
Beethoven,3.15164,3.03485,107.075,3/8 ,1807,1.41713
Beethoven,2.50512,2.95915,79.8336,3/8 ,1807,1.97494
Beethoven,2.6037,2.66596,41.7778,3/8 ,1807,1.06128
Beethoven,2.75249,2.6121,56,3/4 ,1807,1.36631
Beethoven,1.90053,1.57845,46.6667,3/4 ,1807,0.811278
Beethoven,2.77002,2.88385,11.0145,3/4 ,1807,1.20691
Bach,3.03655,2.59771,28.0702,4/4 ,1708,1.43537
Beethoven,2.58645,2.57064,67.4236,4/4 ,1807,1.8011
Beethoven,2.57917,2.25,115.732,4/4 ,1807,2.23226
Beethoven,2.58044,2.95051,52.5959,4/4 ,1807,0.959196
Beethoven,2.45503,2.85751,31.4815,4/4 ,1807,0.913283
Beethoven,2.6416,2.26078,53.508,4/4 ,1807,1.6645
Beethoven,2.85554,2.52469,41.4286,4/4 ,1807,1.21553
Beethoven,2.56596,2.76596,25.3968,2/4 ,1808,1.15894
Beethoven,2.8871,2.71996,0,2/4 ,1808,0
Beethoven,1.98275,2.50884,55.4497,2/4 ,1808,1.46276
Beethoven,1.93012,2.7899,26.6667,2/4 ,1808,0.845351
Bach,2.92821,2.62322,16.6667,4/4 ,,0.522559
Beethoven,2.30093,2.2462,52.4378,12/8 ,1808,1.5727
Beethoven,2.19201,2.56545,0,12/8 ,1808,0
Beethoven,2.59548,2.98009,42.8095,12/8 ,1808,1.49454
Beethoven,2.56185,2.76676,33.7255,12/8 ,1808,1.05402
Beethoven,2.79901,2.58847,50.1961,12/8 ,1808,1.16744
Beethoven,2.84145,2.70453,16,3/4 ,1808,0.515947
Beethoven,2.75429,2.57819,20.3509,3/4 ,1808,0.921928
Beethoven,1.87419,2.46855,69.072,3/4 ,1808,1.9656
Beethoven,2.43559,2.61259,36.8627,3/4 ,1808,0.699858
Beethoven,2.37666,2.71484,59.974,2/4 ,1808,1.97189
Bach,2.93869,3.15908,24.2424,4/4 ,1707,0.965636
Beethoven,2.06404,3.00862,0,4/4 ,1808,0
Beethoven,2.76596,3.10869,29.7436,4/4 ,1808,0.954434
Beethoven,2.62352,2.77736,16.6667,4/4 ,1808,0.865857
Beethoven,2.58846,2.50687,74.5833,6/8 ,1808,1.57154
Beethoven,2.84237,2.4956,46.6667,6/8 ,1808,1.43537
Beethoven,2.51579,2.53049,61.9048,6/8 ,1808,0.996792
Beethoven,2.28802,1.95236,53.824,4/4 ,1811,1.9183
Beethoven,2.6631,2.28845,56.0544,4/4 ,1811,1.69222
Beethoven,2.26598,2.92774,77.6176,6/8 ,1811,2.47307
Beethoven,2.64208,2.52729,65.9259,6/8 ,1811,2.0632
Bach,2.0728,2.72328,14.1026,4/4 ,,0.73453
Beethoven,2.44286,2.8065,72.381,6/8 ,1811,0.997503
Beethoven,2.66763,2.51897,75.4622,6/8 ,1811,1.9593
Beethoven,1.49563,1.69825,29.6296,2/4 ,1811,0.981941
Beethoven,2.23122,2.59694,29.6296,2/4 ,1811,0.981941
Beethoven,2.2798,2.53152,56.0242,2/4 ,1811,1.93743
Beethoven,2.47327,2.56888,19.0476,2/4 ,1811,0.322757
Beethoven,2.92268,2.89215,20.3704,3/4 ,1811,1.11552
Beethoven,2.38684,2.48017,70.6572,3/4 ,1811,1.2789
Beethoven,2.53112,2.61925,29.3996,2/4 ,1811,1.09543
Beethoven,1.73876,2.7037,11.9048,2/4 ,1811,0.699843
Cabanilles,1.96096,3.04145,25.641,4/4 ,,0.721928
Cadman,2.17554,2.37511,27.5862,2/4 ,,0.970951
Chadwick,2.34572,2.46924,30.5556,2/2 ,1908,1.35203
Chadwick,2.37025,2.68293,43.619,2/2 ,1908,1.3411
Chadwick,2.80411,2.88798,57.1055,2/2 ,1908,1.78548
Chadwick,2.44643,2.48229,55.5556,3/4 ,1908,2.12661
Chaminade,2.71343,2.86158,25.7778,3/4 ,,0.439497
Chaminade,4.51077,4.51077,23.2099,2/4 ,,0.73453
Chaminade,2.76227,2.85603,23.6364,2/2 ,,0.515947
Chaminade,3.16059,3.13045,23.6364,3/4 ,,1.05298
Chaminade,2.49954,2.18375,24.4898,2/4 ,,1.4716
Chaminade,2.16387,2.36596,44.1026,3/4 ,,1.49261
Caix,2.4507,2.69469,27,6/8 ,,1.11828
Chaminade,2.61882,2.87922,41.7737,6/8 ,,2.09131
Chausson,2.30828,2.45321,28.0702,2/2 ,,1.63876
Chausson,2.58914,2.77586,47.6825,2/2 ,,1.75748
Chausson,1.97629,2.64242,77.9683,6/8 ,,2.21838
Chausson,2.52107,2.84237,62.4805,3/4 ,,2.34274
Chausson,2.55218,2.82189,90,3/4 ,,2.05459
Chausson,2.57438,2.9569,42.2222,6/8 ,,0.918296
Chausson,2.41383,2.46132,42.4242,6/8 ,,0.863121
Chausson,2.52399,2.16321,72.5926,3/4 ,,1.49492
Chausson,2.80869,2.46596,38.8889,3/4 ,,0.946373
Caix,2.25561,2.73855,73.4815,3/4 ,,2.10846
Chausson,2.86032,2.92585,57.2857,6/8 ,,1.14883
Chausson,2.65709,2.93172,42.1088,6/8 ,,1.6158
Chausson,2.67769,2.52729,25.5952,2/2 ,,1.33551
Chausson,2.29879,2.55504,60.2785,2/2 ,,1.93626
Chausson,2.26626,2.8402,47.1958,2/2 ,,1.61635
Chausson,2.30002,2.80881,33.9683,3/4 ,,1.43293
Chausson,2.73321,2.80869,55.3846,3/4 ,,1.87739
Chausson,2.9425,2.43591,27.451,3/4 ,,0.918296
Chausson,2.36643,2.34682,40,3/4 ,,1.22439
Chausson,3.00448,2.6243,40.4762,6/8 ,,0.266765
Caix,2.30631,2.83908,10.5263,3/4 ,,0.721928
Chausson,2.37744,2.37744,37.5758,6/8 ,,1.25163
Chausson,2.18155,2.39954,38.4444,4/4 ,,1.83524
Chausson,2.5714,2.359,64.4558,3/4 ,,1.56832
Chausson,2.0794,2.54539,21.2121,3/4 ,,0.987693
Chausson,2.06404,1.83225,49.9048,3/4 ,,1.14883
Chausson,2.46132,2.19716,80.9977,4/4 ,,1.37878
Chausson,2.60851,2.57856,76.3636,4/4 ,,1.61525
Chausson,2.87095,2.84644,68.1403,4/4 ,,2.03064
Chausson,2.78891,2.82863,65.5072,2/2 ,,1.88792
Chausson,2.20899,2.39081,58.4901,2/2 ,,2.02024
Caix,2.79661,2.79186,25.8333,3/4 ,,1.26077
Chávez,1.9985,2.56158,9.52381,3/4 ,1937,0.439497
Chávez,2.13797,2.55856,32.1542,3/4 ,1937,1.08893
Chávez,2.56942,2.9339,46.6234,4/4 ,1937,1.24151
Chávez,,,7.40785,2/4 ,1937,1.73935
Chávez,2.18396,2.93004,43.8095,2/4 ,1937,0.995727
Chávez,2.61001,2.52349,0,5/8 2/4 5/8 2/4 ,1935,0
Chávez,2.04684,2.27215,14.0351,5/8 2/4 5/8 2/4 ,1935,0.468996
Chávez,2.64127,2.51642,23.8095,3/2 ,1935,0.797327
Chávez,2.68535,2.22387,21.1033,2/4 ,1935,1.17301
Chávez,2.40998,2.48094,67.2727,3/4 ,1935,1.4183
Caix,2.49917,2.92774,37.6812,2/2 ,,1.46186
Chávez,2.33671,1.88276,19.2,6/8 ,1935,0.892995
Cherubini,2.82782,2.28064,89.3129,4/4 ,,2.08496
Cherubini,3.11892,2.82625,38.9474,2/2 ,,1.69093
Cherubini,3.12745,2.79228,74.8571,2/2 ,,1.56568
Cherubini,2.99707,2.65951,58.8235,2/2 ,,1.29879
Cherubini,2.60529,2.62345,119.422,2/2 ,,1.64115
Cherubini,2.89721,2.99204,45.0508,4/4 ,,1.83884
Cherubini,2.30119,2.51061,20.6061,4/4 ,,1.20883
Cherubini,2.85856,2.64052,66.9841,2/2 ,,1.92541
Cherubini,2.67781,3.03965,34.591,2/2 ,,1.44441
Caix,2.62893,2.69334,72.5193,4/4 ,,2.39758
Cherubini,3.09988,3.17569,20.381,2/2 ,,1.59269
Cherubini,3.09307,2.75343,48.0159,4/4 ,,1.77095
Cherubini,2.66269,3.05504,80.0945,4/4 ,,1.86089
Cherubini,3.15407,3.10382,26.9333,4/4 ,,0.735509
Chopin,2.98709,3.04638,30.0733,6/4 ,1831,0.936667
Chopin,2.57782,2.65564,88.1962,6/4 ,1831,2.08496
Chopin,2.56096,2.53935,67.5556,6/8 ,1836,1.80242
Chopin,2.64264,2.9425,40.1681,6/8 ,1840,1.55773
Chopin,2.9656,2.92742,42.5926,6/8 ,1840,0
Chopin,3.01574,3.03234,28.8,6/8 ,1842,1.04975
Caix,1.69758,2.95387,0,2/2 ,,0
Chopin,3.30869,2.96596,20.8163,12/8 ,1845,0.951994
Chopin,2.60624,2.68925,15.1515,6/8 ,1843,0.816689
Chopin,2.75506,2.33926,38.0952,3/4 ,1830,1.82282
Chopin,2.60161,3.0037,38.8571,3/4 ,1830,1.56931
Chopin,1.88509,2.82059,26.3736,3/4 ,1830,1.26381
Chopin,1.77356,2.60624,83.0848,4/4 ,1830,2.40401
Chopin,2.87951,2.44452,58.3673,4/4 ,1830,2.15591
Chopin,3.2469,2.97084,25.1701,2/4 ,1830,1.12164
Chopin,2.4609,2.70453,38.9899,2/4 ,1830,1.31432
Chopin,2.41938,2.59412,79.7285,4/4 ,1829,2.32486
Caix,2.49954,2.82059,38.9744,3/4 ,,1.44882
Chopin,2.68872,2.68872,22.963,4/4 ,1829,1.36096
Chopin,2.39624,2.85539,66.5873,4/4 ,1829,1.83659
Chopin,2.32193,2.84644,31.1111,3/4 ,1829,0.896038
Chopin,2.66123,2.60316,54.8845,3/4 ,1829,1.57095
Chopin,2.72322,2.61135,93.0159,2/4 ,1826,1.16256
Chopin,2.72722,2.57782,41.5312,2/4 ,1826,1.28705
Chopin,2.09906,1.91767,0,4/4 ,1830,0
Chopin,2.02733,3.68559,0,4/4 ,1830,0
Chopin,2.41099,2.83009,51.1111,2/4 ,1830,1.28002
Chopin,2.65354,2.73876,0,4/4 ,1830,0
Caix,2.95011,2.74974,66.5538,3/4 ,,2.47495
Chopin,2.81507,2.07587,0,2/4 ,1830,0
Chopin,2.7719,2.60985,91.4104,6/8 ,1830,2.08496
Chopin,3.05656,3.05656,5.55556,6/8 ,1830,0.391244
Chopin,2.20183,2.3581,3.52941,4/4 ,1830,0.187176
Chopin,3.14923,2.55569,69.6947,4/4 ,1830,1.66795
Chopin,2.8402,2.85646,25.5952,6/8 ,1830,0.297472
Chopin,2.61863,3.02613,0,12/8 ,1830,0
Chopin,2.45282,2.2246,0,3/4 ,1830,0
Chopin,2.774,2.72264,124.35,4/4 ,1830,1.93382
Chopin,1.91498,1.81924,0,4/4 ,1836,0
Chopin,2.60624,2.54926,8.33396,4/4 ,1836,0.391244
Cabanilles,2.37496,2.29708,27.8788,4/4 ,,0.991264
Caix,2.41566,2.16712,36.6667,2/2 ,,1.2772
Chopin,2.42334,2.40665,47.4074,3/4 ,1836,1.16744
Chopin,2.80082,2.46325,8.33333,4/4 ,1836,0
Chopin,2.78657,2.75258,0,3/4 ,1836,0
Chopin,2.51006,2.57559,27.7778,3/4 ,1836,0.77935
Chopin,0.605427,1.70716,0,4/4 ,1836,0
Chopin,2.59491,2.97057,71.4854,3/4 ,1836,2.10219
Chopin,2.35353,2.31582,0,4/4 ,1836,0
Chopin,,,48.4848,2/4 ,1836,1
Chopin,1.2932,3.63397,0,4/4 ,1836,0
Chopin,1.57366,3.42268,4.76226,4/4 ,1836,0.266765
Cannabich,3.09736,3.21906,42.8571,4/4 ,1766,0.929364
Chopin,2.25119,2.91402,0,3/4 ,1836,0
Chopin,2.14179,1.60045,46.4762,4/4 ,1836,1.54879
Chopin,2.75803,2.20891,0,4/4 ,1836,0
Chopin,2.48346,2.95282,3.33293,2/2 ,,0.391244
Chopin,2.32171,2.92307,16.6667,3/4 ,,0.963746
Chopin,1.95802,2.42028,1.90522,2/4 ,,0.266765
Chopin,2.31128,2.90564,86.8078,4/4 ,1841,1.77586
Chopin,3.04644,2.90869,33.5043,4/4 ,1841,1.37928
Chopin,2.68163,3.32748,25.1205,4/4 ,1841,1.64773
Chopin,3.08418,2.98418,51.2821,3/4 ,1841,1.36631
Cannabich,2.4507,2.67908,33.8847,4/4 ,1766,1.35678
Chopin,2.77302,3.25869,23.0692,4/4 ,1837,1.7121
Chopin,2.18155,2.79479,34.5782,4/4 ,1837,1.87025
Chopin,2.51855,2.68008,25.4902,2/2 ,1839,0.921928
Chopin,2.53415,2.91099,0,2/2 ,1835,0
Chopin,2.34326,2.63129,49.2328,2/2 ,1835,2.10391
Chopin,2.98604,3.03559,63.4299,3/4 ,1830,2.2383
Chopin,2.52752,2.95011,68.0859,3/4 ,1831,1.7081
Chopin,2.60811,2.66017,50.7127,3/4 ,1831,2.32428
Chopin,2.70613,3.09524,30.5685,3/4 ,1831,1.88792
Chopin,2.72291,2.71346,69.7405,3/4 ,1831,1.93366
Cannabich,2.88679,2.84438,38.45,3/4 ,1766,1.84008
Chopin,2.49954,2.82059,68.5489,3/4 ,1832,2.35275
Chopin,3.04491,2.97629,76.3889,3/4 ,1832,2.02161
Chopin,2.65975,2.84286,15.6538,3/4 ,1832,1.38443
Chopin,2.55283,2.51213,50.6667,3/4 ,1832,2.15564
Chopin,2.53416,3.12165,49.0215,3/4 ,1836,1.7863
Chopin,2.51937,2.93291,59.1404,3/4 ,1836,1.9419
Chopin,2.36163,2.92417,29.5247,3/4 ,1837,1.70562
Chopin,2.5172,2.68128,75.0794,3/4 ,1837,2.4478
Chopin,2.86032,2.64979,66.2698,3/4 ,1837,1.37878
Chopin,2.52287,2.99663,57.3109,3/4 ,1839,1.86383
Cannabich,3.03087,2.71797,25.7576,2/2 ,1766,0.840491
Chopin,2.27966,2.87251,44.6499,3/4 ,1839,1.90488
Chopin,2.70356,3.0106,56.9075,3/4 ,1842,1.80776
Chopin,2.63618,3.23644,46.6667,3/4 ,1842,1.52296
Chopin,2.7875,2.95381,65.9944,3/4 ,1842,1.57262
Chopin,2.70523,2.76885,51.1688,3/4 ,1842,1.66918
Chopin,2.35461,2.65951,31.8841,3/4 ,1842,1
Chopin,2.58426,2.82059,48.2051,3/4 ,1845,1.37878
Chopin,2.80322,2.90849,35.792,3/4 ,1845,1.67514
Chopin,3.15417,3.00972,38.4314,3/4 ,1846,1.3093
Chopin,2.8152,2.77926,53.0159,3/4 ,1846,1.40564
Cannabich,2.58347,2.71327,44.5833,2/2 ,1766,1.46809
Chopin,2.6334,2.83374,32.2009,3/4 ,1835,2.02313
Chopin,3.04163,2.94639,27.1111,3/4 ,1849,1.2533
Chopin,2.80253,2.99229,37.9167,3/4 ,1835,1.71776
Chopin,2.30098,2.9425,26.6667,3/4 ,1849,1.41527
Chopin,3.29032,2.91402,63.8095,3/4 ,1827,1.82383
Chopin,3.13772,2.49621,79.3838,3/4 ,1827,2.19716
Chopin,2.71078,2.81634,21.3333,6/4 ,1830,1.19819
Chopin,2.2999,2.66353,39.4558,6/4 ,1830,1.90564
Chopin,2.8994,2.60222,71.1111,12/8 ,1830,1.49261
Chopin,2.66013,2.89542,65.3333,6/8 ,1830,1.19812
Carpenter,2.58914,2.92202,69.3201,3/4 ,,1.97356
Chopin,2.18004,2.60222,48.1905,3/4 ,1830,1.67293
Chopin,2.875,2.60846,42.4074,2/4 ,1830,1.83524
Chopin,2.53661,2.60985,45.4545,3/4 ,1830,1.62581
Chopin,2.3899,2.65656,57.037,4/4 ,1835,1.61719
Chopin,3.10092,2.91044,72.7613,6/8 ,1835,1.9746
Chopin,2.7899,2.60624,64.6984,4/4 ,1836,1.95083
Chopin,2.63129,2.38043,29.3773,4/4 ,1836,1.52164
Chopin,2.35981,2.82059,56.3504,4/4 ,1838,2.1391
Chopin,3.09807,3.01786,65.4762,6/8 ,1839,1.68794
Chopin,2.83393,2.95006,48.9418,4/4 ,1841,1.67674
Carpenter,2.25453,2.64305,19.7956,3/4 ,,1.6512
Chopin,2.85828,2.37744,62.3687,4/4 ,1841,2.07416
Chopin,2.61572,2.86659,5.12821,4/4 ,1841,0.749595
Chopin,2.28778,2.28778,68.8492,4/4 ,1843,1.76096
Chopin,2.49893,2.82258,59.1409,12/8 ,1843,1.48336
Chopin,2.46924,2.60985,14.2857,4/4 ,1846,0.836641
Chopin,2.60161,2.88418,49.9048,4/4 ,1846,1.50161
Chopin,2.79661,3.04638,63.873,4/4 ,1827,2.06025
Chopin,2.5244,2.72722,86.9841,6/8 ,1834,1.82307
Chopin,2.8559,2.94639,36.0204,3/4 ,1834,1.86383
Chopin,2.17652,3.08097,51.4495,3/4 ,1834,2.13141
Carpenter,2.61991,2.82393,44.2105,3/4 ,,1.68048
Chopin,2.9152,2.76067,51.1091,3/4 ,1838,1.67582
Chopin,2.09486,2.20663,77.9541,3/4 ,1838,1.9183
Chopin,3.08604,2.80459,71.8275,3/4 ,1839,1.78432
Chopin,2.0153,2.79622,68.5714,3/4 ,1840,1.43537
Chopin,2.68309,2.69088,42.1517,3/4 ,1842,1.41669
Chopin,3.20888,2.67341,61.4526,3/4 ,1842,2.08838
Chopin,2.94928,2.77869,33.3306,2/8 ,1836,0.721928
Chopin,2.50469,2.28802,97.1067,2/2 ,1836,2.77736
Chopin,2.72162,2.48633,114.967,2/2 ,1836,2.4183
Chopin,2.34808,2.05068,109.321,2/2 ,1836,1.75272
Carpenter,2.34572,2.13339,92.7764,4/4 ,,2.45915
Chopin,,,143.333,3/8 ,1836,1.93056
Chopin,2.81642,2.37412,49.9773,3/4 ,1836,1.97175
Chopin,2.75,2.78064,63.3766,3/4 ,1836,1.79248
Chopin,2.41872,2.73451,100,4/4 ,1836,1
Chopin,1.74922,2.25163,65.4135,4/4 ,1836,1.5
Chopin,,,163.009,3/4 ,1836,2.75
Chopin,2.74387,2.63703,7.14286,6/8 ,1836,0.276195
Chopin,2.11354,3.36852,0,3/4 ,1836,0
Chopin,2.59579,2.16101,43.5119,6/4 ,1836,2.2133
Chopin,2.77304,2.68917,0,4/4 ,1836,0
Cabézon,2.25678,2.46387,16.6667,2/2 ,,0.991264
Carpenter,1.64034,3.05351,9.82456,4/4 ,,1.14115
Chopin,2.3028,2.80105,62.872,4/4 ,1836,2.69463
Chopin,2.61433,2.44002,14.8148,4/4 ,1836,0.286397
Chopin,2.68282,3.22018,4.32919,4/4 ,1836,0.845351
Chopin,2.9037,2.87095,27.7551,6/8 ,1836,1.0141
Chopin,2.94684,2.92552,29.0727,4/4 ,1836,0.921928
Chopin,3.15564,2.64737,3.70398,3/4 ,1836,0.222285
Chopin,2.33732,3.17469,52.3308,4/4 ,1836,1.37095
Chopin,2.87009,2.48089,64.4646,3/4 ,1836,2.24644
Chopin,2.53242,2.6023,81.1111,6/8 ,1836,1.295
Chopin,2.58954,2.58006,0,4/4 ,1836,0
Carpenter,2.7186,3.16141,38.3333,3/4 ,,1.51662
Chopin,3.00369,2.83284,97.4405,6/8 ,1836,2.27796
Chopin,3.19076,2.89227,18.3333,3/4 ,1831,0.242292
Chopin,,,100.752,3/4 ,1831,1.69546
Chopin,3.22258,2.94376,43.5408,3/4 3/4 ,1837,1.90014
Chopin,2.32193,2.28418,68.5666,3/4 ,1837,1.95083
Chopin,2.90195,3.02717,56.7166,3/4 ,1839,1.6494
Chopin,2.39275,2.81123,19.1667,3/4 ,1839,0.986427
Chopin,2.80869,2.57095,12.8205,3/4 ,1839,1.09491
Chopin,2.44644,2.29413,66.6667,3/4 ,1842,1.10331
Chopin,2.46855,2.58333,26.1905,3/4 ,1842,1.15894
Chopin,2.46132,2.19716,68.8889,3/4 ,1842,1.57095
Carpenter,2.00276,2.4264,36.3636,3/4 ,,1
Chopin,2.4116,2.87314,65.8095,4/4 ,1845,2.1867
Chopin,2.55143,2.58046,13.3333,3/4 ,1845,0.791858
Chopin,2.17404,2.46773,43.5897,3/4 ,1845,1.37878
Chopin,2.68402,2.9278,66.3889,3/2 ,1845,2.28802
Chopin,2.20969,2.90576,29.4505,4/4 ,1828,0.905587
Chopin,2.37496,2.87449,26.6667,3/4 ,1828,0.954434
Chopin,2.59939,2.14378,0,5/4 ,1828,0
Chopin,2.54418,2.25665,57.1429,2/2 ,1839,0.468996
Chopin,2.20267,2.11176,32.2222,2/2 ,1839,1.57662
Chopin,2.54685,2.30782,16.6667,3/4 ,1839,0.873981
Carpenter,3.1037,2.82322,24.4898,3/4 ,,1.15894
Chopin,2.63846,2.54952,29.1667,3/4 ,1839,0.986427
Chopin,2.23892,1.72323,85.3968,4/4 ,1839,2.08496
Chopin,2.31567,2.83855,33.7778,4/4 ,1839,1.5
Chopin,2.82878,3.07923,45.6746,4/4 ,1844,2.10541
Chopin,3.06662,3.18639,47.1895,4/4 ,1844,1.78325
Chopin,3.03915,3.03915,0,3/4 ,1844,0
Chopin,2.52113,2.36387,90.2815,4/4 ,1844,2.32428
Chopin,2.9906,2.84436,6.31579,6/8 ,1844,0.286397
Chopin,3.20232,2.85222,24.4444,3/4 ,1831,1.02112
Chopin,3.20464,2.69675,60.1361,3/4 ,1831,1.73135
Carpenter,2.65354,2.65354,43.8095,3/4 ,,1.90564
Chopin,2.56394,3.09373,24.7059,3/4 ,1835,1.35999
Chopin,2.61006,2.13535,41.3333,3/4 ,1835,1.29584
Chopin,2.69866,2.58689,80.4618,3/4 ,1835,2.4116
Chopin,1.93056,2.75741,77.6471,3/4 ,1831,0.918296
Chopin,2.77246,2.97598,38.8662,3/4 ,1831,2.10315
Chopin,3.00632,3.06697,32.8042,3/4 ,1838,1.02706
Chopin,,,66.6649,3/4 ,1840,1.58496
Chopin,3.12472,3.13818,64.9742,3/4 ,1840,2.27498
Chopin,3.16681,2.76718,37.8151,3/4 ,1846,1.46746
Chopin,2.954,2.76765,75.6868,3/4 ,1846,1.80776
Carpenter,2.19741,2.53869,29.6471,3/4 ,,1.45742
Chopin,3.13589,3.30423,19.6825,3/4 ,1846,1.52271
Chopin,3.0503,2.80004,38.8889,3/4 ,1846,0.721928
Chopin,2.89644,2.84368,35.7159,3/4 ,1835,1.89732
Chopin,2.70869,2.74644,36.044,3/4 ,1835,1.06128
Chopin,2.65105,2.36221,36.2406,3/4 ,1835,1.67095
Chopin,2.76387,3.03321,13.3345,3/4 ,1833,1.45166
Chopin,2.14145,2.64145,95.0476,3/4 ,1833,2.12661
Chopin,2.70523,2.79465,37.7778,3/4 ,1841,1.19812
Chopin,2.58393,2.86309,49.3333,3/4 ,1829,1.32161
Chopin,2.90195,2.52628,30.5882,3/4 ,1830,1.22439
Carpenter,2.3656,2.87291,66.9923,4/4 ,,2.28416
Chopin,2.37456,2.7719,45.3413,3/4 ,1830,1.95915
Chopin,2.35894,2.41592,56.2963,3/4 ,1829,1.96096
Cimarosa,2.88709,2.48728,28.2051,4/4 ,,1.39215
Cimarosa,2.56584,2.90101,33.9181,4/4 ,,1.0958
Clementi,2.34313,2.21078,14.6237,4/4 ,1820,1.24756
Clementi,2.85869,3.04888,30.3728,2/4 ,1820,2.00869
Clementi,2.58347,3.02928,13.3333,2/4 ,1820,1.11552
Clementi,2.45765,2.68145,29.8246,2/4 ,1820,1.02304
Clementi,,,90.6584,3/4 ,1821,2.48289
Clementi,3.08355,2.71779,39.5833,3/4 ,1821,1.15955
Carpenter,2.90869,3.04644,46.6667,4/4 ,,1.37928
Clementi,2.84982,2.94837,24.6154,6/8 ,1821,1.0374
Clementi,2.54921,2.73985,38.0952,2/4 ,1821,1.38146
Clementi,2.6365,2.98666,39.2527,3/4 ,1784,1.98777
Clementi,2.66408,2.72323,17.3325,3/4 ,1784,1.323
Clementi,2.69382,3.09826,47.0952,2/4 ,1784,1.93743
Clementi,2.4495,2.83975,17.9487,3/8 ,1784,0.991076
Clementi,3.46772,2.84686,24.8485,4/4 ,,1.27301
Clementi,2.95827,2.4956,16.8116,4/4 ,,1.45915
Clementi,2.46904,3.06075,45.6606,3/4 ,,2.13244
Carpenter,2.2713,2.86309,37.2619,4/4 ,,1.54515
Colleridge-Taylor,2.59115,2.96975,40.6061,3/4 ,,1.61655
Colleridge-Taylor,2.2744,1.6494,55.0636,3/4 ,,2.23127
Colleridge-Taylor,2.68307,2.43908,60.4444,3/8 ,,1.64571
Carpenter,1.9477,2.19161,52.9915,4/4 ,,1.19812
Colleridge-Taylor,3.16474,2.7899,54.1855,2/4 ,,1.72953
Colleridge-Taylor,2.22761,2.55354,104.976,4/4 ,,2.21951
Colleridge-Taylor,2.88178,2.7493,39.832,4/4 ,,1.87356
Colleridge-Taylor,2.99741,2.53135,67.451,3/8 ,,1.89106
Colleridge-Taylor,2.5297,2.58811,61.6875,2/2 ,,1.8556
Colleridge-Taylor,2.53053,2.85833,26.3757,2/2 ,,1.69825
Colleridge-Taylor,2.62473,2.81045,51.1111,3/4 ,,1.18628
Colleridge-Taylor,2.33791,2.3183,51.0476,3/4 ,,1.75
Colleridge-Taylor,2.72319,3.00695,46.5065,3/4 ,,2.08644
Colleridge-Taylor,2.47375,3.28489,63.619,3/4 ,,1.37088
Cabézon,2.39228,2.68597,21.0256,2/2 ,,1.45656
Carpenter,2.59003,2.45565,71.25,4/4 ,,1.11828
Colleridge-Taylor,2.78215,2.9645,62.9176,2/4 ,,1.48058
Colleridge-Taylor,2.59279,2.87009,37.6296,2/4 ,,1.18129
Colleridge-Taylor,2.19322,2.92978,16.6672,2/4 ,,1.12561
Copland,2.94644,2.62821,45.4545,4/4 3/2 3/2 3/4 5/4 ,1945,1.19818
Copland,3.23989,2.63703,29.6651,4/4 ,1945,0.963746
Copland,2.71203,2.70114,40.6349,2/4 4/4 5/4 4/4 ,1945,1.49371
Copland,2.90759,2.88327,22.2222,4/4 ,1945,1.02112
Copland,2.35345,1.62561,46.9333,4/4 ,1945,1.50204
Copland,2.5067,2.6334,29.697,2/4 ,1945,1.16256
Copland,2.40435,2.63614,20.8333,3/4 4/4 3/4 2/4 ,1945,0.742488
