Composer,Title,Attribution Level,Genre,nPVI_Entire,Nine_Eight,pitch_correlation,pitch_entropy,parallel_motion,similar_motion,oblique_motion,FILENAME
Bach_Johann Sebastian,chor054.krn,NA,chorale,103.846,0,0.566504537067573,4.56878,0.236363636363636,25.27,49.47,chor054.krn,4.969,5.59,1.242,1.242,5.59,3.727,0.621,5.59,2.484,0.621,4.969,0.621,6.211,1.863,0.621,5.59,6.211,3.106,1.863,6.211,8.075,4.348,0.621,0.621,4.348,0.621,3.106,6.211,1.242,1.242,0.621
Bach_Johann Sebastian,chor055.krn,NA,chorale,86.7725,0,0.0391151131470698,4.64341,0.328125,25.87,47.95,chor055.krn,3.825,3.279,0.546,0.546,3.825,8.197,5.464,1.093,3.825,1.093,0.546,6.011,2.186,3.825,0.546,1.093,6.011,2.732,4.372,0.546,4.918,1.093,6.011,6.557,1.093,1.093,0.546,1.639,2.186,5.464,0.546,2.186,3.825,3.279
Bach_Johann Sebastian,chor056.krn,NA,chorale,96.5009,0,0.400161890521997,5.43748,0.5,24.3,49.6,chor056.krn,3.261,6.884,0.362,1.087,1.087,0.362,4.71,4.348,6.884,0.362,0.725,5.072,2.536,6.522,1.087,0.725,0.725,5.797,2.174,7.246,0.725,1.087,5.072,2.899,5.435,0.362,0.725,3.986,1.087,5.072,7.246,0.362,1.087,2.536,0.362
Bach_Johann Sebastian,chor057.krn,NA,chorale,108.943,0,0.417459409527268,4.82131,0.466666666666667,28.83,39.64,chor057.krn,2.222,4.444,1.481,6.667,5.185,0.741,6.667,0.741,0.741,6.667,1.481,2.963,1.481,2.222,5.185,2.222,4.444,2.963,0.741,1.481,6.667,8.148,1.481,1.481,4.444,2.222,5.926,0.741,0.741,2.963,3.704,0.741
Bach_Johann Sebastian,chor058.krn,NA,chorale,105.376,1,0.226736525666883,5.08711,0.296,20.95,49.21,chor058.krn,4.632,4.087,0.817,0.817,0.817,1.09,5.722,5.722,1.907,4.905,1.635,0.272,0.545,7.084,2.725,4.087,0.817,1.09,0.272,5.45,0.272,3.27,0.272,1.362,0.817,0.545,4.087,5.45,4.632,0.272,0.272,0.272,0.817,0.272,4.632,1.907,4.632,5.45,1.09,0.545,3.815,0.817
Bach_Johann Sebastian,chor059.krn,NA,chorale,102.646,0,0.514256886654314,4.9063,0.390625,29.78,45.14,chor059.krn,3.226,3.226,2.688,0.538,4.839,3.763,1.075,3.226,1.075,1.613,1.075,5.376,5.914,2.688,1.075,1.613,6.452,1.075,4.301,1.613,1.075,1.075,5.376,5.376,4.839,6.452,1.075,3.226,4.839,1.075,1.613,3.763,3.763
Bach_Johann Sebastian,chor060.krn,NA,chorale,100.936,0,0.496517057092023,4.96873,0.2,19.73,54.76,chor060.krn,3.681,3.681,0.613,0.613,5.521,3.681,5.521,4.908,1.227,0.613,0.613,3.067,2.454,4.908,1.227,0.613,4.294,0.613,5.521,0.613,1.227,1.227,4.908,7.362,6.135,0.613,1.84,0.613,0.613,4.294,1.227,3.681,5.521,1.227,4.294,1.227
Bach_Johann Sebastian,chor061.krn,NA,chorale,107.23,0,0.290990201995154,5.27848,0.264705882352941,19.68,58.25,chor061.krn,3.971,4.693,0.722,0.361,1.444,2.166,4.693,4.332,2.166,3.971,1.083,0.361,1.083,0.722,5.054,3.61,3.249,1.083,1.083,0.361,0.361,5.776,0.361,3.61,2.888,0.361,5.776,4.332,4.693,0.361,0.361,0.722,0.361,0.722,4.693,2.527,4.332,5.415,2.166,2.888,1.083
Bach_Johann Sebastian,chor062.krn,NA,chorale,93.617,1,0.0383389435378883,4.61813,0.448979591836735,28.46,45.53,chor062.krn,2.797,6.294,1.399,1.399,5.594,4.196,5.594,1.399,0.699,4.895,3.497,2.098,0.699,2.797,2.098,5.594,0.699,4.895,4.196,0.699,0.699,6.993,7.692,2.098,0.699,5.594,0.699,6.294,0.699,1.399,1.399,4.196
Bach_Johann Sebastian,chor063.krn,NA,chorale,85.6566,0,0.0731237847439876,4.8962,0.373134328358209,23.56,46.55,chor063.krn,4.455,4.95,0.495,1.485,0.495,0.99,4.95,3.465,0.99,6.931,0.495,0.99,0.495,0.495,1.98,5.941,2.475,4.455,0.99,1.485,4.95,0.495,5.941,0.495,3.96,1.485,0.99,4.95,5.941,3.465,0.99,4.95,1.485,1.98,3.96,0.495,0.495,1.485,1.485,0.99
Bach_Johann Sebastian,chor064.krn,NA,chorale,81.9659,1,0.495426450593056,4.97867,0.240963855421687,21.5,55,chor064.krn,6.278,4.036,0.897,0.448,1.794,6.726,3.139,0.448,5.381,0.897,0.448,1.794,4.484,0.448,5.381,1.794,0.897,0.448,5.381,0.448,4.933,3.587,0.897,1.794,4.484,7.623,3.587,0.448,0.448,0.448,4.933,0.897,3.587,4.933,0.897,4.933
Bach_Johann Sebastian,chor065.krn,NA,chorale,84.9231,0,0.706556244854233,4.81104,0.227272727272727,21.86,49.1,chor065.krn,4.762,4.762,0.529,1.587,1.587,6.349,4.762,1.587,4.762,2.646,0.529,1.058,5.291,1.058,3.704,2.116,1.058,5.82,0.529,4.762,3.704,1.058,0.529,6.349,5.82,3.175,0.529,4.762,2.646,2.646,5.291,0.529,1.058,2.116,0.529
Bach_Johann Sebastian,chor066.krn,NA,chorale,109.574,0,0.861354336676596,5.12856,0.4375,27.95,46.17,chor066.krn,2.909,2.909,4,1.091,0.727,6.909,5.818,0.364,4,0.364,0.364,1.091,5.455,1.818,4,0.364,1.091,1.091,0.727,5.091,2.909,5.818,0.727,0.727,3.636,0.364,5.091,4.727,2.545,0.364,1.455,0.364,0.364,3.636,0.364,3.273,4.364,2.545,1.091,3.636,1.818
Bach_Johann Sebastian,chor067.krn,NA,chorale,95.5869,0,0.675211767098435,4.91652,0.333333333333333,28.14,42.35,chor067.krn,3.738,5.607,0.935,0.935,1.402,0.467,6.075,4.673,0.935,5.14,0.935,0.935,1.869,5.607,0.467,4.673,0.467,0.467,0.467,6.075,0.467,5.14,0.935,2.336,7.009,5.14,4.206,0.467,0.467,4.673,1.869,4.206,6.075,0.467,0.935,3.738
Bach_Johann Sebastian,chor068.krn,NA,chorale,126.376,0,0.744860936354587,4.9106,0.183098591549296,26.06,50.3,chor068.krn,2.874,4.023,0.575,1.149,2.299,0.575,6.897,5.747,2.299,2.299,2.299,0.575,0.575,0.575,5.172,4.023,0.575,1.149,5.172,5.747,4.023,1.149,6.322,4.598,5.172,0.575,1.149,0.575,0.575,4.598,4.023,5.172,0.575,2.299,4.023,0.575
Bach_Johann Sebastian,chor069.krn,NA,chorale,103.06,0,0.729779147405649,4.18729,0.31055900621118,26.75,46.62,chor069.krn,2.632,4.785,1.914,1.435,0.478,6.938,5.502,0.478,5.502,1.435,0.718,0.957,5.024,0.239,7.177,0.239,0.478,0.478,0.957,6.699,0.239,5.024,2.871,2.153,0.718,4.067,3.828,4.306,0.718,0.718,5.502,1.435,3.828,4.785,0.957,4.545,0.239
Bach_Johann Sebastian,chor070.krn,NA,chorale,124.077,0,0.702514579399944,5.57059,0.195488721804511,24.57,51.18,chor070.krn,7.58,4.373,0.292,2.332,0.875,0.583,6.122,4.665,3.79,0.583,1.458,0.875,4.373,0.875,5.248,0.583,0.875,1.749,0.875,6.997,1.458,4.082,0.583,0.583,2.915,0.583,6.122,2.915,3.207,0.583,0.875,0.292,0.292,0.875,5.248,0.583,2.915,3.207,0.292,0.292,0.875,5.539,0.583
Bach_Johann Sebastian,chor071.krn,NA,chorale,111.773,0,0.553735806379518,5.42844,0.448979591836735,20.41,51.96,chor071.krn,2.662,4.183,0.76,0.76,0.76,0.38,7.605,6.084,1.141,4.183,0.38,0.76,6.464,2.281,4.563,0.38,1.141,0.38,0.76,0.38,6.084,1.521,4.183,0.76,0.76,0.38,5.323,3.042,4.943,0.38,0.76,1.141,5.703,0.38,3.042,6.844,1.901,0.38,4.183,2.281
Bach_Johann Sebastian,chor072.krn,NA,chorale,108.333,0,0.566064114212918,4.76345,0.473684210526316,31.32,43.42,chor072.krn,3.75,3.75,1.25,2.5,0.625,5.625,4.375,6.25,0.625,1.25,6.875,6.25,1.875,1.25,5.625,1.25,6.875,1.25,3.75,1.875,3.75,3.75,4.375,0.625,1.25,1.25,4.375,0.625,5.625,0.625,1.25,0.625,2.5,2.5
Bach_Johann Sebastian,chor073.krn,NA,chorale,84.0796,0,0.642269389464877,5.11323,0.357142857142857,23.9,48.08,chor073.krn,4.39,2.439,1.463,1.463,0.488,5.854,3.902,1.951,1.951,0.488,2.439,0.488,4.39,0.976,3.902,0.488,0.976,0.976,4.878,1.463,6.829,0.976,2.927,0.488,0.976,7.317,4.39,5.854,0.488,0.488,0.976,6.829,0.488,2.439,4.39,0.488,0.488,0.976,3.902,2.927
Bach_Johann Sebastian,chor074.krn,NA,chorale,115.385,0,0.687404200359801,4.90203,0.333333333333333,20.92,52.92,chor074.krn,4.255,5.319,1.064,1.596,1.064,4.255,4.255,2.128,4.255,3.191,0.532,0.532,6.383,3.723,2.128,2.128,0.532,0.532,4.787,0.532,4.255,2.66,1.064,5.319,4.787,3.191,0.532,0.532,0.532,0.532,4.787,4.255,4.255,5.319,0.532,3.723,0.532
Bach_Johann Sebastian,chor075.krn,NA,chorale,78.2313,0,0.802752161708711,5.08229,0.173913043478261,17.33,60.18,chor075.krn,2.222,2.222,0.556,1.111,5.556,3.889,1.667,3.333,1.667,0.556,0.556,6.667,5,3.333,1.111,0.556,0.556,5,4.444,3.889,0.556,1.111,0.556,3.889,1.667,5.556,1.111,4.444,5.556,4.444,0.556,2.222,1.111,1.111,4.444,7.778
Bach_Johann Sebastian,chor076.krn,NA,chorale,130.667,1,0.583421672610974,5.0721,0.28735632183908,23.46,54.5,chor076.krn,2.991,6.41,0.855,0.855,1.282,5.128,4.274,2.564,7.265,0.427,2.137,0.855,5.128,1.282,5.128,1.282,0.855,0.427,1.282,3.419,4.701,4.274,0.855,0.427,3.846,5.128,3.419,0.427,0.427,0.427,3.846,2.991,4.701,4.274,0.855,1.282,3.419,0.855
Bach_Johann Sebastian,chor077.krn,NA,chorale,87.2808,0,0.16735538577427,5.22057,0.313253012048193,24.52,47.38,chor077.krn,3.057,4.803,0.437,0.437,2.183,0.873,5.677,5.24,0.873,3.057,3.493,0.437,0.873,5.24,0.437,4.367,0.437,0.437,0.873,1.31,6.114,0.437,5.24,3.493,0.437,1.747,7.424,3.493,3.93,0.437,0.873,5.24,1.747,4.367,4.367,0.437,1.747,3.93
Bach_Johann Sebastian,chor078.krn,NA,chorale,82.6263,0,0.25331758377053,4.82583,0.447761194029851,24.55,49.39,chor078.krn,2.646,4.233,1.058,0.529,8.466,5.291,0.529,4.762,0.529,1.058,5.291,3.175,5.291,0.529,1.587,0.529,5.82,1.058,3.704,1.058,2.116,0.529,0.529,4.762,7.937,2.646,0.529,0.529,0.529,4.762,1.058,2.116,5.291,2.116,1.058,3.704,2.646
Bach_Johann Sebastian,chor079.krn,NA,chorale,85.1624,0,0.670746839797695,5.06716,0.471428571428571,25.07,42.67,chor079.krn,0.442,3.54,0.442,2.212,7.08,3.54,2.212,5.752,0.442,0.442,5.31,3.54,5.31,0.885,0.442,0.885,0.442,3.982,0.442,6.195,2.655,0.442,4.425,6.637,5.31,1.327,0.885,0.442,4.867,0.885,3.097,6.637,0.442,1.77,3.54,3.097
Bach_Johann Sebastian,chor080.krn,NA,chorale,101.711,0,0.529396249576001,4.91641,0.384615384615385,20.3,51.52,chor080.krn,5.236,4.712,0.524,2.094,0.524,0.524,4.712,4.712,2.094,4.188,0.524,1.571,0.524,5.759,2.094,3.141,1.571,0.524,5.236,1.047,5.236,0.524,2.618,1.047,4.712,4.188,5.236,1.047,0.524,0.524,5.759,3.665,4.188,4.188,0.524,0.524,4.188
Bach_Johann Sebastian,chor081.krn,NA,chorale,92.8207,0,0.755817936687222,4.96333,0.5,23.17,45.61,chor081.krn,5.668,4.858,1.215,1.215,0.81,0.81,5.668,4.453,0.81,5.668,0.81,4.858,2.429,6.883,0.81,1.619,5.263,1.215,5.263,2.834,4.049,6.478,4.049,0.405,0.405,4.453,1.215,4.049,4.858,0.81,0.405,3.644,2.024
Bach_Johann Sebastian,chor082.krn,NA,chorale,75.5083,0,0.578102817007749,4.78238,0.376623376623377,24.07,42.86,chor082.krn,5.825,6.311,0.971,1.456,0.485,3.398,3.398,0.971,6.311,0.971,0.971,0.485,4.369,3.398,5.34,0.485,0.971,0.971,0.485,0.971,4.369,1.942,4.369,0.971,2.913,0.485,0.485,5.825,3.883,2.913,0.485,2.913,0.971,4.369,5.34,0.485,0.485,0.485,4.369,3.398
Bach_Johann Sebastian,chor083.krn,NA,chorale,81.8108,0,-0.0396265312445621,4.98487,0.353658536585366,27.34,45.56,chor083.krn,4.365,5.556,0.397,0.397,1.19,1.19,4.365,5.556,1.984,4.762,1.587,0.397,5.952,4.365,3.571,0.794,1.587,0.397,4.762,3.968,0.397,0.397,2.778,0.794,5.159,3.571,4.762,0.397,0.794,1.587,0.397,5.159,0.794,4.762,4.762,1.19,3.968,1.19
Bach_Johann Sebastian,chor084.krn,NA,chorale,62.7847,0,0.143421052511609,5.45407,0.3125,23.11,48.21,chor084.krn,2.878,6.835,0.719,1.079,0.36,6.475,6.115,2.518,4.676,1.079,1.799,1.439,4.317,1.799,4.676,0.719,2.158,1.079,6.115,1.079,3.597,0.36,2.878,0.719,1.079,3.957,3.597,2.878,0.36,0.36,0.36,5.396,1.439,3.957,5.036,0.36,0.719,0.36,4.676
Bach_Johann Sebastian,chor085.krn,NA,chorale,110.623,0,0.518349375625169,5.03026,0.202380952380952,25.63,49.25,chor085.krn,5.581,4.186,0.465,1.86,1.395,0.465,5.116,6.977,1.86,3.721,2.791,0.465,0.465,5.116,4.186,0.465,0.465,0.93,6.047,1.395,5.116,0.465,3.256,0.465,6.977,7.442,3.721,0.465,1.86,3.256,1.395,2.326,5.116,0.465,1.395,2.326
Bach_Johann Sebastian,chor086.krn,NA,chorale,86.5864,0,0.630547749201637,5.13998,0.282352941176471,25.67,47.68,chor086.krn,5.217,3.478,1.304,2.174,1.304,5.652,6.087,1.304,3.478,2.174,0.435,0.435,7.391,3.043,3.043,0.435,0.435,0.435,4.783,0.435,3.913,0.435,3.043,2.174,4.783,6.957,4.348,0.435,0.435,0.435,0.87,0.435,3.478,3.913,4.783,0.87,2.174,3.043,0.435
Bach_Johann Sebastian,chor087.krn,NA,chorale,97.7453,0,0.443204622624642,5.036,0.225352112676056,26.2,49.58,chor087.krn,4.327,2.885,1.442,0.481,0.962,0.962,7.212,1.923,0.962,5.288,0.481,0.962,1.442,1.923,5.288,3.365,2.885,1.442,0.481,2.404,2.404,2.404,3.846,3.365,0.481,4.327,6.25,3.365,1.923,0.481,0.481,6.25,2.404,1.442,5.769,1.442,0.962,3.365,1.923
Bach_Johann Sebastian,chor088.krn,NA,chorale,73.2241,0,0.583260488599571,4.7577,0.333333333333333,22.39,46.93,chor088.krn,5.851,6.383,0.532,1.064,0.532,6.383,4.787,2.66,5.319,0.532,0.532,3.723,1.064,5.851,1.064,0.532,0.532,3.723,1.596,5.319,2.66,4.255,2.128,6.383,3.723,1.064,5.319,2.128,4.787,1.596,4.787,3.191
Bach_Johann Sebastian,chor089.krn,NA,chorale,103.646,0,0.304437289070708,5.13725,0.388059701492537,25.59,49.12,chor089.krn,3.553,4.061,0.508,1.523,0.508,0.508,6.091,4.569,0.508,4.569,1.015,0.508,0.508,5.584,2.538,5.076,1.015,1.015,1.015,0.508,5.076,2.538,4.569,2.03,2.03,0.508,0.508,5.584,3.553,3.553,0.508,0.508,5.076,0.508,2.538,4.569,0.508,2.538,0.508,3.553,4.061
Bach_Johann Sebastian,chor090.krn,NA,chorale,119.583,0,0.18478298346177,4.89598,0.274509803921569,28.69,39.34,chor090.krn,4.348,3.623,0.725,4.348,1.449,6.522,6.522,2.899,2.899,0.725,0.725,0.725,4.348,2.174,5.797,1.449,5.072,4.348,4.348,1.449,0.725,4.348,6.522,4.348,0.725,1.449,0.725,3.623,2.899,4.348,2.174,3.623
Bach_Johann Sebastian,chor091.krn,NA,chorale,89.7735,0,0.244603370723429,5.56241,0.29585798816568,20.19,53.33,chor091.krn,4.069,4.711,0.214,0.857,0.428,5.567,4.497,5.353,0.428,0.214,0.214,0.428,5.353,4.497,5.353,0.642,0.857,0.857,0.857,0.428,5.567,1.713,5.139,1.071,1.499,0.428,5.567,3.64,4.069,0.857,0.214,0.428,5.567,1.285,2.355,4.497,0.214,1.713,0.428,0.642,3.426,3.854
Bach_Johann Sebastian,chor092.krn,NA,chorale,111.905,0,-0.0143284836933943,5.06923,0.305555555555556,22.65,47.79,chor092.krn,2.463,2.956,0.493,0.985,1.478,0.493,6.897,4.926,3.448,2.463,0.493,1.97,0.985,0.493,6.897,3.941,0.493,6.897,1.478,5.419,0.493,2.956,0.985,0.493,6.897,3.941,3.941,0.493,6.404,2.956,4.926,1.478,0.493,0.493,4.433,2.956
Bach_Johann Sebastian,chor093.krn,NA,chorale,91.3046,0,0.456303705914359,2.44754,0.4375,20.55,52.17,chor093.krn,7.483,5.442,0.68,0.68,0.68,4.762,5.442,2.721,3.401,1.361,0.68,4.762,4.082,6.122,0.68,0.68,2.721,5.442,0.68,0.68,2.041,0.68,2.041,6.803,6.122,0.68,0.68,1.361,1.361,4.762,0.68,2.721,4.082,2.721,2.721,1.361
Bach_Johann Sebastian,chor094.krn,NA,chorale,100.606,0,0.509349385870872,4.65157,0.43859649122807,28.57,43.2,chor094.krn,5.848,5.263,1.17,3.509,7.018,4.678,4.678,0.585,1.754,5.263,1.17,5.263,0.585,0.585,1.17,1.754,5.263,1.17,4.678,2.339,1.17,4.678,5.848,4.094,0.585,1.754,0.585,1.754,0.585,2.924,7.018,0.585,1.17,2.339,1.17
Bach_Johann Sebastian,chor095.krn,NA,chorale,96.4251,0,0.208047199197968,4.60219,0.242857142857143,20.23,49.86,chor095.krn,7.805,2.439,0.488,0.976,0.976,5.366,2.927,2.927,4.878,0.488,0.488,0.488,0.488,3.415,0.976,5.366,1.951,0.488,0.488,5.854,1.463,5.854,0.976,0.488,1.951,0.488,6.829,7.317,3.415,0.488,2.439,0.488,5.366,2.439,1.463,4.39,0.488,0.488,2.927,0.976
Bach_Johann Sebastian,chor096.krn,NA,chorale,83.4445,0,0.782686942941595,5.03916,0.296296296296296,21.85,53.73,chor096.krn,6.075,4.206,0.935,1.869,1.402,1.402,4.206,4.206,1.402,5.14,2.336,0.935,2.804,5.607,3.271,3.738,0.467,1.402,3.738,6.075,4.206,0.935,1.869,4.673,4.673,5.14,0.467,0.467,0.935,3.738,0.467,2.336,2.804,0.935,3.271,0.935,0.935
Bach_Johann Sebastian,chor097.krn,NA,chorale,116.235,1,0.29525414357088,5.3791,0.266666666666667,24.67,50.22,chor097.krn,3.226,4.032,1.613,1.21,2.016,6.048,6.452,1.613,4.435,1.613,0.403,1.21,6.452,1.21,4.435,0.806,0.403,0.806,6.452,1.21,2.419,0.403,1.21,3.226,0.806,4.435,4.435,4.839,0.806,0.403,0.403,0.806,6.452,0.806,2.016,4.032,0.403,0.403,0.403,0.806,4.435,0.403
Bach_Johann Sebastian,chor098.krn,NA,chorale,107.44,0,0.609437598237133,4.87214,0.261538461538462,22.63,51.38,chor098.krn,6.316,4.211,2.105,0.526,0.526,5.789,4.737,2.105,4.211,1.579,0.526,5.263,2.632,2.632,2.632,0.526,0.526,4.211,1.053,5.789,2.632,1.579,4.737,3.158,4.737,0.526,0.526,1.053,0.526,1.053,5.789,2.632,3.158,4.211,1.053,0.526,4.211
Bach_Johann Sebastian,chor099.krn,NA,chorale,103.03,0,0.588721864586206,4.99201,0.477611940298507,26.73,43.54,chor099.krn,1.571,4.188,1.047,1.047,2.618,5.759,4.712,2.618,4.188,1.571,1.047,3.665,0.524,4.712,0.524,0.524,2.094,3.141,1.571,5.236,1.571,2.618,1.047,5.759,4.188,5.759,0.524,0.524,4.712,0.524,4.712,6.283,0.524,0.524,0.524,1.047,4.188,2.618
Bach_Johann Sebastian,chor100.krn,NA,chorale,105.397,1,0.617389934369472,4.96423,0.376470588235294,24.58,48.21,chor100.krn,5.106,3.404,0.426,2.128,1.277,0.426,7.234,4.681,3.83,0.426,0.426,4.681,0.851,5.532,1.277,0.426,3.404,5.957,3.404,4.255,0.426,1.702,0.851,0.426,7.234,1.277,3.83,1.277,0.426,1.277,0.426,6.383,2.128,1.277,4.681,0.426,0.426,0.426,5.106,0.851
Bach_Johann Sebastian,chor101.krn,NA,chorale,54.3367,0,0.402937012546413,4.79102,0.245614035087719,23.23,51.85,chor101.krn,5.882,2.941,1.176,1.765,6.471,5.294,4.706,1.176,0.588,4.706,2.353,6.471,1.176,0.588,1.765,4.706,0.588,3.529,0.588,0.588,2.941,0.588,4.118,7.647,3.529,0.588,0.588,1.765,1.176,4.118,4.706,1.176,2.941,0.588,1.176,1.176,3.529,0.588
Bach_Johann Sebastian,chor102.krn,NA,chorale,62.0216,0,0.807723529420995,5.2833,0.294117647058824,23.99,38.85,chor102.krn,5.759,4.712,1.047,1.047,2.094,1.571,2.618,3.665,3.665,4.712,0.524,1.047,0.524,0.524,1.047,3.665,3.665,3.665,1.571,1.047,0.524,1.047,1.047,3.141,1.047,2.094,1.571,2.618,2.094,3.141,9.424,3.665,1.047,1.571,0.524,4.712,4.188,1.571,3.665,0.524,1.047,1.571
Bach_Johann Sebastian,chor103.krn,NA,chorale,79.6875,0,0.308619509122004,4.72216,0.415384615384615,25.29,42.35,chor103.krn,3.465,5.941,0.99,1.485,0.495,4.455,4.95,0.99,5.941,0.99,0.495,0.495,1.98,3.96,2.97,4.95,0.495,0.99,0.495,3.96,0.495,4.95,0.495,1.485,1.98,1.485,3.96,6.436,4.95,0.495,0.495,0.495,4.95,0.99,4.455,4.455,0.99,1.485,3.465,0.99
Bach_Johann Sebastian,chor104.krn,NA,chorale,127.273,0,0.221535356255836,4.947,0.357142857142857,29.29,46.43,chor104.krn,2.484,6.211,0.621,1.242,0.621,5.59,4.969,1.242,4.969,0.621,1.863,0.621,4.348,1.863,4.348,1.242,0.621,0.621,4.969,1.863,4.969,4.969,1.242,4.969,3.727,3.106,1.863,0.621,6.211,1.242,1.863,3.727,1.242,1.863,4.348,3.106
Bach_Johann Sebastian,chor105.krn,NA,chorale,69.5556,0,0.125085656219438,4.96775,0.32258064516129,27.48,47.6,chor105.krn,5.464,2.186,0.546,2.186,1.093,0.546,5.464,3.279,0.546,3.825,0.546,0.546,0.546,4.918,3.825,6.011,0.546,1.093,0.546,6.557,1.093,5.464,0.546,3.279,0.546,0.546,4.372,4.918,4.372,1.093,0.546,4.918,1.093,3.825,4.918,1.639,0.546,1.639,3.279,1.093
Bach_Johann Sebastian,chor106.krn,NA,chorale,83.4287,0,0.138412152294269,4.54235,0.323943661971831,27.32,42.97,chor106.krn,5.195,4.329,0.433,0.866,1.299,0.433,6.494,4.329,3.463,3.896,0.433,1.299,0.433,0.866,4.762,0.866,3.463,2.165,0.866,0.433,4.762,0.433,4.329,0.433,4.762,1.299,1.299,5.195,7.792,2.165,0.433,0.866,4.329,1.299,2.597,4.762,0.433,1.732,3.896,0.866
Bach_Johann Sebastian,chor107.krn,NA,chorale,85.0283,0,0.199494867783233,5.27793,0.210084033613445,22.08,44.8,chor107.krn,4.348,3.533,0.543,2.174,1.087,0.815,6.25,4.62,1.902,3.804,1.63,0.272,0.272,1.359,5.435,3.533,4.076,0.272,0.815,0.543,4.62,1.63,4.348,0.272,1.902,0.543,1.087,2.717,5.163,4.891,0.543,0.272,1.087,1.359,0.815,4.076,2.174,3.804,5.707,0.543,0.272,4.348,0.543
Bach_Johann Sebastian,chor108.krn,NA,chorale,65.9723,1,0.0381219647983791,3.56222,0.204081632653061,35.93,42.22,chor108.krn,7.101,4.142,1.775,0.592,0.592,0.592,5.325,5.325,2.367,2.367,2.367,0.592,0.592,0.592,4.142,2.959,2.959,1.183,0.592,1.775,4.142,4.142,3.55,0.592,0.592,4.734,7.101,2.959,1.183,0.592,0.592,1.775,3.55,4.734,2.367,2.959,0.592,1.775,4.142
Bach_Johann Sebastian,chor109.krn,NA,chorale,92.2819,0,NA,2.76387,0.381443298969072,22.66,48.51,chor109.krn,1.799,5.396,1.439,1.439,6.835,5.755,2.518,5.396,1.439,1.079,0.719,6.835,1.079,3.597,0.36,1.079,0.719,4.317,0.36,5.755,0.36,0.36,2.518,0.36,1.439,5.755,5.755,3.237,0.719,0.36,0.36,3.237,2.158,6.115,1.439,0.36,1.799,2.518,3.237
Bach_Johann Sebastian,chor110.krn,NA,chorale,106.103,0,0.574940079256513,4.94644,0.388888888888889,30.21,39.57,chor110.krn,3.125,4.018,1.339,1.786,1.339,6.696,5.804,0.446,4.018,0.446,0.446,0.893,0.446,6.25,1.339,4.018,0.446,0.893,0.446,0.446,6.25,1.339,4.464,0.893,3.571,0.893,6.25,4.911,3.125,0.446,0.446,5.357,0.446,3.125,5.357,0.446,0.893,1.339,4.018,1.786
Bach_Johann Sebastian,chor111.krn,NA,chorale,26.1604,0,0.673917471218893,4.78823,0.2625,18.72,56.15,chor111.krn,6.542,2.804,0.467,1.402,1.402,0.467,5.607,2.804,2.336,3.271,1.869,0.467,1.869,4.206,2.804,4.206,0.467,0.467,5.14,0.935,5.14,0.467,2.336,0.935,0.935,3.738,5.607,6.542,0.935,1.869,5.607,0.467,3.738,3.738,0.935,0.935,4.206,2.336
Bach_Johann Sebastian,chor112.krn,NA,chorale,69.9225,0,-0.00075103161291507,4.71519,0.488888888888889,30.6,43.97,chor112.krn,3.65,5.839,1.46,1.46,5.839,4.38,0.73,5.839,0.73,1.46,5.839,3.65,2.19,1.46,2.19,0.73,5.109,5.839,4.38,0.73,0.73,6.569,6.569,2.19,0.73,0.73,4.38,0.73,5.839,0.73,1.46,1.46,4.38
Bach_Johann Sebastian,chor113.krn,NA,chorale,84.0891,0,-0.0299723228527739,4.88233,0.441558441558442,25.62,45.57,chor113.krn,6.504,4.065,0.407,3.252,0.407,0.813,4.065,5.285,0.813,2.439,0.407,1.22,0.813,3.252,2.033,4.065,1.22,0.407,0.813,6.504,7.317,4.065,1.22,0.813,0.407,4.472,0.813,5.285,1.22,0.813,0.407,4.878,2.846,5.691,5.285,1.626,0.407,3.252,0.407
Bach_Johann Sebastian,chor114.krn,NA,chorale,100.952,0,0.716292155992685,5.13669,0.458333333333333,24.17,48.06,chor114.krn,3.448,3.941,0.493,1.478,6.897,5.419,2.463,3.941,0.493,1.478,3.941,0.985,3.448,0.985,0.985,2.463,3.941,1.478,4.926,0.985,2.463,0.493,6.404,4.926,5.911,0.985,0.493,0.493,5.911,0.985,3.448,5.419,0.493,0.985,4.433,1.97
Bach_Johann Sebastian,chor115.krn,NA,chorale,121.368,0,0.18299442155197,5.00612,0.253164556962025,23.5,54,chor115.krn,3.93,3.493,0.437,1.747,0.873,5.677,4.367,1.747,4.803,0.437,1.31,5.677,4.803,2.62,0.437,1.31,0.437,3.057,1.31,6.55,0.437,2.183,4.803,3.493,6.114,0.437,0.437,0.437,3.93,1.31,6.114,3.93,2.62,0.873,0.873,3.93,3.057
Bach_Johann Sebastian,chor116.krn,NA,chorale,74.0164,3,0.362152185209097,5.70965,0.174418604651163,19.54,57.9,chor116.krn,3.256,3.256,0.698,1.395,0.93,0.465,6.512,5.349,2.558,5.814,1.86,0.233,0.698,5.814,1.86,3.488,0.233,1.395,0.233,0.233,1.86,4.651,0.93,4.186,0.93,3.256,0.465,0.233,6.279,5.116,3.953,0.233,0.465,1.628,0.233,0.465,6.512,0.698,1.163,3.256,0.233,0.233,0.233,0.698,4.651,1.163
